order_item_id,order_id,product_id,product_category,quantity,unit_price,line_gross_amount,line_discount_amount,line_net_amount
ITEM-0000806,ORD-000325,PROD-0155,accessories,3,2112.76,6338.28,0.0,6338.28
ITEM-0000807,ORD-000326,PROD-0260,beauty,2,2312.63,4625.26,0.0,4625.26
ITEM-0000808,ORD-000326,PROD-0023,beauty,1,1014.07,1014.07,0.0,1014.07
ITEM-0000809,ORD-000326,PROD-0109,electronics,1,3664.53,3664.53,183.23,3481.3
ITEM-0000810,ORD-000326,PROD-0033,home,1,2422.21,2422.21,0.0,2422.21
ITEM-0000811,ORD-000327,PROD-0289,electronics,3,6130.71,18392.13,2758.82,15633.31
ITEM-0000812,ORD-000327,PROD-0150,home,1,2469.28,2469.28,0.0,2469.28
ITEM-0000813,ORD-000327,PROD-0248,beauty,1,2247.96,2247.96,112.4,2135.56
ITEM-0000814,ORD-000327,PROD-0196,accessories,1,2593.8,2593.8,259.38,2334.42
ITEM-0000815,ORD-000328,PROD-0074,home,2,2618.11,5236.22,0.0,5236.22
ITEM-0000816,ORD-000328,PROD-0018,beauty,1,1489.93,1489.93,74.5,1415.43
ITEM-0000817,ORD-000329,PROD-0098,beauty,2,1611.18,3222.36,161.12,3061.24
ITEM-0000818,ORD-000330,PROD-0113,electronics,3,1656.86,4970.58,0.0,4970.58
ITEM-0000819,ORD-000330,PROD-0250,electronics,2,5179.52,10359.04,0.0,10359.04
ITEM-0000820,ORD-000330,PROD-0115,home,3,625.76,1877.28,375.46,1501.82
ITEM-0000821,ORD-000331,PROD-0191,beauty,2,580.38,1160.76,232.15,928.61
ITEM-0000822,ORD-000332,PROD-0125,beauty,2,1826.05,3652.1,0.0,3652.1
ITEM-0000823,ORD-000332,PROD-0207,home,3,1095.78,3287.34,493.1,2794.24
ITEM-0000824,ORD-000333,PROD-0292,fitness,2,5290.79,10581.58,0.0,10581.58
ITEM-0000825,ORD-000333,PROD-0107,fitness,2,2344.79,4689.58,234.48,4455.1
ITEM-0000826,ORD-000333,PROD-0044,electronics,2,7699.35,15398.7,0.0,15398.7
ITEM-0000827,ORD-000333,PROD-0075,home,1,3272.94,3272.94,0.0,3272.94
ITEM-0000828,ORD-000334,PROD-0294,beauty,2,2473.63,4947.26,247.36,4699.9
ITEM-0000829,ORD-000334,PROD-0107,electronics,1,7335.15,7335.15,366.76,6968.39
ITEM-0000830,ORD-000334,PROD-0297,electronics,3,4464.27,13392.81,0.0,13392.81
ITEM-0000831,ORD-000335,PROD-0265,beauty,2,2027.93,4055.86,0.0,4055.86
ITEM-0000832,ORD-000335,PROD-0008,electronics,3,10595.12,31785.36,3178.54,28606.82
ITEM-0000833,ORD-000335,PROD-0162,electronics,2,10191.85,20383.7,0.0,20383.7
ITEM-0000834,ORD-000336,PROD-0201,beauty,3,1643.12,4929.36,0.0,4929.36
ITEM-0000835,ORD-000337,PROD-0166,home,3,1281.19,3843.57,0.0,3843.57
ITEM-0000836,ORD-000337,PROD-0100,fitness,2,328.34,656.68,32.83,623.85
ITEM-0000837,ORD-000337,PROD-0123,accessories,1,1032.61,1032.61,0.0,1032.61
ITEM-0000838,ORD-000338,PROD-0137,beauty,2,2175.67,4351.34,435.13,3916.21
ITEM-0000839,ORD-000339,PROD-0116,home,2,2871.8,5743.6,0.0,5743.6
ITEM-0000840,ORD-000339,PROD-0244,electronics,2,3992.45,7984.9,399.25,7585.65
ITEM-0000841,ORD-000339,PROD-0255,beauty,2,740.27,1480.54,296.11,1184.43
ITEM-0000842,ORD-000339,PROD-0201,home,2,3716.12,7432.24,743.22,6689.02
ITEM-0000843,ORD-000340,PROD-0216,electronics,2,924.02,1848.04,0.0,1848.04
ITEM-0000844,ORD-000340,PROD-0136,accessories,1,2916.51,2916.51,437.48,2479.03
ITEM-0000845,ORD-000340,PROD-0064,accessories,1,3016.26,3016.26,0.0,3016.26
ITEM-0000846,ORD-000340,PROD-0209,electronics,1,9987.24,9987.24,499.36,9487.88
ITEM-0000847,ORD-000341,PROD-0185,electronics,1,9068.48,9068.48,906.85,8161.63
ITEM-0000848,ORD-000341,PROD-0067,beauty,2,1015.57,2031.14,101.56,1929.58
ITEM-0000849,ORD-000342,PROD-0288,electronics,3,1945.97,5837.91,291.9,5546.01
ITEM-0000850,ORD-000343,PROD-0236,electronics,2,9322.63,18645.26,0.0,18645.26
ITEM-0000851,ORD-000343,PROD-0214,beauty,1,2237.58,2237.58,223.76,2013.82
ITEM-0000852,ORD-000343,PROD-0138,fitness,1,1091.18,1091.18,163.68,927.5
ITEM-0000853,ORD-000343,PROD-0056,beauty,1,1291.34,1291.34,0.0,1291.34
ITEM-0000854,ORD-000344,PROD-0276,electronics,3,6899.82,20699.46,0.0,20699.46
ITEM-0000855,ORD-000344,PROD-0011,accessories,3,3496.21,10488.63,1573.29,8915.34
ITEM-0000856,ORD-000344,PROD-0289,fitness,1,1384.98,1384.98,207.75,1177.23
ITEM-0000857,ORD-000345,PROD-0010,home,1,452.18,452.18,0.0,452.18
ITEM-0000858,ORD-000345,PROD-0050,electronics,3,10842.72,32528.16,0.0,32528.16
ITEM-0000859,ORD-000345,PROD-0227,accessories,1,277.56,277.56,27.76,249.8
ITEM-0000860,ORD-000345,PROD-0294,electronics,1,3740.93,3740.93,187.05,3553.88
ITEM-0000861,ORD-000346,PROD-0108,fitness,1,2252.76,2252.76,112.64,2140.12
ITEM-0000862,ORD-000346,PROD-0275,fitness,1,2945.89,2945.89,441.88,2504.01
ITEM-0000863,ORD-000346,PROD-0092,accessories,2,793.78,1587.56,79.38,1508.18
ITEM-0000864,ORD-000346,PROD-0212,home,3,1637.34,4912.02,0.0,4912.02
ITEM-0000865,ORD-000347,PROD-0273,accessories,1,1635.93,1635.93,163.59,1472.34
ITEM-0000866,ORD-000347,PROD-0154,accessories,3,401.33,1203.99,120.4,1083.59
ITEM-0000867,ORD-000348,PROD-0202,beauty,3,388.32,1164.96,174.74,990.22
ITEM-0000868,ORD-000348,PROD-0137,home,1,4124.96,4124.96,0.0,4124.96
ITEM-0000869,ORD-000349,PROD-0066,accessories,3,1802.48,5407.44,540.74,4866.7
ITEM-0000870,ORD-000350,PROD-0183,electronics,1,6574.36,6574.36,328.72,6245.64
ITEM-0000871,ORD-000351,PROD-0127,fitness,3,1967.92,5903.76,0.0,5903.76
ITEM-0000872,ORD-000352,PROD-0121,accessories,2,1059.56,2119.12,0.0,2119.12
ITEM-0000873,ORD-000353,PROD-0159,fitness,3,1348.04,4044.12,606.62,3437.5
ITEM-0000874,ORD-000353,PROD-0019,beauty,3,2219.59,6658.77,332.94,6325.83
ITEM-0000875,ORD-000353,PROD-0049,home,1,2073.04,2073.04,207.3,1865.74
ITEM-0000876,ORD-000354,PROD-0140,home,1,2993.54,2993.54,299.35,2694.19
ITEM-0000877,ORD-000354,PROD-0114,electronics,1,10510.36,10510.36,525.52,9984.84
ITEM-0000878,ORD-000355,PROD-0087,home,3,1089.5,3268.5,490.27,2778.23
ITEM-0000879,ORD-000355,PROD-0299,accessories,3,1436.34,4309.02,0.0,4309.02
ITEM-0000880,ORD-000355,PROD-0212,electronics,1,9677.07,9677.07,0.0,9677.07
ITEM-0000881,ORD-000356,PROD-0177,electronics,3,5751.46,17254.38,0.0,17254.38
ITEM-0000882,ORD-000356,PROD-0082,fitness,1,3303.38,3303.38,0.0,3303.38
ITEM-0000883,ORD-000357,PROD-0033,beauty,2,1966.77,3933.54,0.0,3933.54
ITEM-0000884,ORD-000358,PROD-0299,home,2,4199.6,8399.2,419.96,7979.24
ITEM-0000885,ORD-000359,PROD-0064,accessories,1,2049.85,2049.85,409.97,1639.88
ITEM-0000886,ORD-000359,PROD-0061,electronics,2,4249.49,8498.98,1274.85,7224.13
ITEM-0000887,ORD-000360,PROD-0030,beauty,1,1868.14,1868.14,0.0,1868.14
ITEM-0000888,ORD-000361,PROD-0129,beauty,2,1085.08,2170.16,108.51,2061.65
ITEM-0000889,ORD-000362,PROD-0128,beauty,2,1826.84,3653.68,0.0,3653.68
ITEM-0000890,ORD-000362,PROD-0290,home,3,2310.5,6931.5,0.0,6931.5
ITEM-0000891,ORD-000362,PROD-0082,electronics,3,5406.76,16220.28,811.01,15409.27
ITEM-0000892,ORD-000363,PROD-0257,accessories,2,804.58,1609.16,160.92,1448.24
ITEM-0000893,ORD-000364,PROD-0276,beauty,2,362.4,724.8,0.0,724.8
ITEM-0000894,ORD-000364,PROD-0272,accessories,2,561.25,1122.5,0.0,1122.5
ITEM-0000895,ORD-000364,PROD-0217,accessories,2,2940.64,5881.28,1176.26,4705.02
ITEM-0000896,ORD-000364,PROD-0045,fitness,1,4668.02,4668.02,700.2,3967.82
ITEM-0000897,ORD-000365,PROD-0149,home,1,1082.0,1082.0,0.0,1082.0
ITEM-0000898,ORD-000365,PROD-0295,accessories,3,402.08,1206.24,120.62,1085.62
ITEM-0000899,ORD-000366,PROD-0152,fitness,1,3598.87,3598.87,0.0,3598.87
ITEM-0000900,ORD-000367,PROD-0063,home,1,3818.28,3818.28,763.66,3054.62
ITEM-0000901,ORD-000367,PROD-0009,beauty,3,2144.9,6434.7,0.0,6434.7
ITEM-0000902,ORD-000367,PROD-0243,electronics,1,10647.17,10647.17,0.0,10647.17
ITEM-0000903,ORD-000368,PROD-0135,home,1,3648.55,3648.55,364.86,3283.69
ITEM-0000904,ORD-000368,PROD-0167,beauty,3,684.02,2052.06,0.0,2052.06
ITEM-0000905,ORD-000368,PROD-0220,beauty,3,2239.86,6719.58,671.96,6047.62
ITEM-0000906,ORD-000369,PROD-0260,fitness,2,3607.44,7214.88,721.49,6493.39
ITEM-0000907,ORD-000369,PROD-0128,electronics,2,3316.49,6632.98,0.0,6632.98
ITEM-0000908,ORD-000369,PROD-0276,electronics,3,4869.93,14609.79,1460.98,13148.81
ITEM-0000909,ORD-000370,PROD-0099,electronics,3,10070.52,30211.56,4531.73,25679.83
ITEM-0000910,ORD-000370,PROD-0220,home,3,3434.96,10304.88,2060.98,8243.9
ITEM-0000911,ORD-000370,PROD-0282,electronics,2,5613.38,11226.76,1684.01,9542.75
ITEM-0000912,ORD-000370,PROD-0038,fitness,3,3678.61,11035.83,551.79,10484.04
ITEM-0000913,ORD-000371,PROD-0283,fitness,1,3711.7,3711.7,556.75,3154.95
ITEM-0000914,ORD-000372,PROD-0018,home,3,2063.55,6190.65,309.53,5881.12
ITEM-0000915,ORD-000372,PROD-0060,fitness,3,3883.13,11649.39,0.0,11649.39
ITEM-0000916,ORD-000373,PROD-0056,electronics,3,2383.05,7149.15,0.0,7149.15
ITEM-0000917,ORD-000373,PROD-0211,fitness,1,2521.13,2521.13,0.0,2521.13
ITEM-0000918,ORD-000374,PROD-0044,beauty,3,281.71,845.13,0.0,845.13
ITEM-0000919,ORD-000374,PROD-0256,home,1,2363.29,2363.29,236.33,2126.96
ITEM-0000920,ORD-000374,PROD-0150,electronics,2,6366.18,12732.36,0.0,12732.36
ITEM-0000921,ORD-000375,PROD-0027,fitness,3,5609.32,16827.96,1682.8,15145.16
ITEM-0000922,ORD-000375,PROD-0247,home,1,4648.82,4648.82,0.0,4648.82
ITEM-0000923,ORD-000375,PROD-0116,home,1,3174.46,3174.46,317.45,2857.01
ITEM-0000924,ORD-000375,PROD-0261,home,2,4629.81,9259.62,1851.92,7407.7
ITEM-0000925,ORD-000376,PROD-0181,electronics,3,1994.84,5984.52,1196.9,4787.62
ITEM-0000926,ORD-000377,PROD-0009,home,1,2281.26,2281.26,0.0,2281.26
ITEM-0000927,ORD-000377,PROD-0038,accessories,3,1593.58,4780.74,956.15,3824.59
ITEM-0000928,ORD-000378,PROD-0183,fitness,3,5969.2,17907.6,0.0,17907.6
ITEM-0000929,ORD-000378,PROD-0290,accessories,1,525.06,525.06,0.0,525.06
ITEM-0000930,ORD-000378,PROD-0189,home,1,1578.9,1578.9,157.89,1421.01
ITEM-0000931,ORD-000379,PROD-0121,fitness,1,3333.88,3333.88,0.0,3333.88
ITEM-0000932,ORD-000380,PROD-0126,fitness,3,5049.15,15147.45,757.37,14390.08
ITEM-0000933,ORD-000381,PROD-0108,fitness,1,2387.68,2387.68,0.0,2387.68
ITEM-0000934,ORD-000381,PROD-0215,beauty,2,1340.35,2680.7,402.1,2278.6
ITEM-0000935,ORD-000382,PROD-0150,fitness,3,5574.71,16724.13,0.0,16724.13
ITEM-0000936,ORD-000383,PROD-0054,electronics,2,1518.71,3037.42,0.0,3037.42
ITEM-0000937,ORD-000384,PROD-0219,home,2,1213.23,2426.46,485.29,1941.17
ITEM-0000938,ORD-000384,PROD-0047,electronics,2,2617.98,5235.96,1047.19,4188.77
ITEM-0000939,ORD-000384,PROD-0198,beauty,3,227.65,682.95,68.3,614.65
ITEM-0000940,ORD-000385,PROD-0034,accessories,1,358.47,358.47,53.77,304.7
ITEM-0000941,ORD-000386,PROD-0187,beauty,2,222.41,444.82,88.96,355.86
ITEM-0000942,ORD-000386,PROD-0071,accessories,3,2332.15,6996.45,699.64,6296.81
ITEM-0000943,ORD-000387,PROD-0146,accessories,1,908.91,908.91,0.0,908.91
ITEM-0000944,ORD-000387,PROD-0210,beauty,2,1260.34,2520.68,0.0,2520.68
ITEM-0000945,ORD-000387,PROD-0260,accessories,2,1726.33,3452.66,172.63,3280.03
ITEM-0000946,ORD-000387,PROD-0160,beauty,2,1394.9,2789.8,0.0,2789.8
ITEM-0000947,ORD-000388,PROD-0105,home,2,4989.26,9978.52,0.0,9978.52
ITEM-0000948,ORD-000388,PROD-0149,home,1,4282.01,4282.01,214.1,4067.91
ITEM-0000949,ORD-000389,PROD-0161,home,1,1696.03,1696.03,84.8,1611.23
ITEM-0000950,ORD-000389,PROD-0256,beauty,3,1397.34,4192.02,419.2,3772.82
ITEM-0000951,ORD-000389,PROD-0198,electronics,3,11660.36,34981.08,1749.05,33232.03
ITEM-0000952,ORD-000390,PROD-0165,accessories,1,2493.6,2493.6,0.0,2493.6
ITEM-0000953,ORD-000390,PROD-0016,beauty,3,655.59,1966.77,0.0,1966.77
ITEM-0000954,ORD-000390,PROD-0163,electronics,2,7731.69,15463.38,1546.34,13917.04
ITEM-0000955,ORD-000390,PROD-0009,beauty,1,1680.88,1680.88,0.0,1680.88
ITEM-0000956,ORD-000391,PROD-0268,electronics,1,5526.91,5526.91,0.0,5526.91
ITEM-0000957,ORD-000391,PROD-0217,home,1,4989.53,4989.53,249.48,4740.05
ITEM-0000958,ORD-000391,PROD-0234,fitness,2,1938.77,3877.54,387.75,3489.79
ITEM-0000959,ORD-000391,PROD-0232,beauty,1,1575.72,1575.72,0.0,1575.72
ITEM-0000960,ORD-000392,PROD-0004,accessories,2,2444.26,4888.52,0.0,4888.52
ITEM-0000961,ORD-000392,PROD-0115,electronics,1,1838.19,1838.19,183.82,1654.37
ITEM-0000962,ORD-000392,PROD-0257,electronics,2,4282.39,8564.78,0.0,8564.78
ITEM-0000963,ORD-000393,PROD-0067,fitness,3,290.48,871.44,0.0,871.44
ITEM-0000964,ORD-000394,PROD-0134,beauty,3,1226.28,3678.84,367.88,3310.96
ITEM-0000965,ORD-000394,PROD-0005,electronics,3,4893.66,14680.98,2202.15,12478.83
ITEM-0000966,ORD-000395,PROD-0159,fitness,2,2412.87,4825.74,241.29,4584.45
ITEM-0000967,ORD-000396,PROD-0245,fitness,1,1937.51,1937.51,0.0,1937.51
ITEM-0000968,ORD-000397,PROD-0200,electronics,2,3277.13,6554.26,655.43,5898.83
ITEM-0000969,ORD-000397,PROD-0019,home,3,1445.37,4336.11,216.81,4119.3
ITEM-0000970,ORD-000398,PROD-0240,fitness,3,1661.5,4984.5,249.23,4735.27
ITEM-0000971,ORD-000399,PROD-0255,beauty,1,1865.48,1865.48,0.0,1865.48
ITEM-0000972,ORD-000399,PROD-0134,fitness,3,2292.48,6877.44,1375.49,5501.95
ITEM-0000973,ORD-000400,PROD-0002,home,2,2887.18,5774.36,0.0,5774.36
ITEM-0000974,ORD-000400,PROD-0032,fitness,3,1193.94,3581.82,0.0,3581.82
ITEM-0000975,ORD-000401,PROD-0292,accessories,1,1763.68,1763.68,88.18,1675.5
ITEM-0000976,ORD-000401,PROD-0255,accessories,1,1521.34,1521.34,304.27,1217.07
ITEM-0000977,ORD-000402,PROD-0079,beauty,3,804.28,2412.84,241.28,2171.56
ITEM-0000978,ORD-000402,PROD-0297,accessories,3,2139.29,6417.87,0.0,6417.87
ITEM-0000979,ORD-000402,PROD-0167,home,3,2844.48,8533.44,0.0,8533.44
ITEM-0000980,ORD-000402,PROD-0174,electronics,1,10155.29,10155.29,2031.06,8124.23
ITEM-0000981,ORD-000403,PROD-0174,accessories,1,3436.79,3436.79,0.0,3436.79
ITEM-0000982,ORD-000403,PROD-0028,fitness,1,424.1,424.1,42.41,381.69
ITEM-0000983,ORD-000403,PROD-0252,accessories,3,3294.76,9884.28,494.21,9390.07
ITEM-0000984,ORD-000404,PROD-0102,fitness,1,4657.83,4657.83,465.78,4192.05
ITEM-0000985,ORD-000404,PROD-0253,beauty,2,252.85,505.7,0.0,505.7
ITEM-0000986,ORD-000405,PROD-0122,beauty,2,1101.97,2203.94,440.79,1763.15
ITEM-0000987,ORD-000405,PROD-0099,home,1,3921.33,3921.33,0.0,3921.33
ITEM-0000988,ORD-000405,PROD-0212,accessories,2,2556.36,5112.72,0.0,5112.72
ITEM-0000989,ORD-000405,PROD-0005,home,2,4344.68,8689.36,434.47,8254.89
ITEM-0000990,ORD-000406,PROD-0186,accessories,2,782.27,1564.54,0.0,1564.54
ITEM-0000991,ORD-000406,PROD-0199,electronics,2,9084.93,18169.86,908.49,17261.37
ITEM-0000992,ORD-000406,PROD-0226,fitness,3,1824.7,5474.1,821.12,4652.98
ITEM-0000993,ORD-000406,PROD-0283,electronics,2,8204.57,16409.14,0.0,16409.14
ITEM-0000994,ORD-000407,PROD-0029,electronics,3,4724.55,14173.65,2126.05,12047.6
ITEM-0000995,ORD-000408,PROD-0214,electronics,2,5058.99,10117.98,2023.6,8094.38
ITEM-0000996,ORD-000408,PROD-0078,accessories,2,1849.51,3699.02,739.8,2959.22
ITEM-0000997,ORD-000408,PROD-0265,accessories,1,1111.77,1111.77,222.35,889.42
ITEM-0000998,ORD-000409,PROD-0241,electronics,3,5057.88,15173.64,758.68,14414.96
ITEM-0000999,ORD-000409,PROD-0138,beauty,1,2306.63,2306.63,230.66,2075.97
ITEM-0001000,ORD-000410,PROD-0099,accessories,1,3479.24,3479.24,347.92,3131.32
ITEM-0001001,ORD-000410,PROD-0147,accessories,1,1504.01,1504.01,0.0,1504.01
ITEM-0001002,ORD-000411,PROD-0174,fitness,3,5769.71,17309.13,0.0,17309.13
ITEM-0001003,ORD-000412,PROD-0250,accessories,1,2982.3,2982.3,298.23,2684.07
ITEM-0001004,ORD-000413,PROD-0196,fitness,2,5715.88,11431.76,0.0,11431.76
ITEM-0001005,ORD-000413,PROD-0183,electronics,1,11651.33,11651.33,1165.13,10486.2
ITEM-0001006,ORD-000413,PROD-0128,fitness,3,5403.09,16209.27,0.0,16209.27
ITEM-0001007,ORD-000414,PROD-0232,accessories,3,444.56,1333.68,133.37,1200.31
ITEM-0001008,ORD-000414,PROD-0247,home,2,1349.08,2698.16,0.0,2698.16
ITEM-0001009,ORD-000414,PROD-0158,fitness,3,3446.0,10338.0,0.0,10338.0
ITEM-0001010,ORD-000415,PROD-0144,beauty,3,2473.63,7420.89,742.09,6678.8
ITEM-0001011,ORD-000416,PROD-0221,home,3,3321.28,9963.84,0.0,9963.84
ITEM-0001012,ORD-000417,PROD-0090,home,1,692.62,692.62,69.26,623.36
ITEM-0001013,ORD-000418,PROD-0261,fitness,2,3269.95,6539.9,653.99,5885.91
ITEM-0001014,ORD-000418,PROD-0156,beauty,3,514.53,1543.59,0.0,1543.59
ITEM-0001015,ORD-000419,PROD-0127,beauty,2,1113.78,2227.56,0.0,2227.56
ITEM-0001016,ORD-000419,PROD-0152,electronics,1,2807.8,2807.8,280.78,2527.02
ITEM-0001017,ORD-000419,PROD-0183,beauty,2,453.95,907.9,136.19,771.71
ITEM-0001018,ORD-000419,PROD-0133,beauty,2,1590.72,3181.44,159.07,3022.37
ITEM-0001019,ORD-000420,PROD-0099,home,3,818.64,2455.92,0.0,2455.92
ITEM-0001020,ORD-000420,PROD-0299,electronics,2,11184.06,22368.12,2236.81,20131.31
ITEM-0001021,ORD-000421,PROD-0026,beauty,3,2079.1,6237.3,0.0,6237.3
ITEM-0001022,ORD-000421,PROD-0078,electronics,1,10216.87,10216.87,0.0,10216.87
ITEM-0001023,ORD-000421,PROD-0236,accessories,2,2946.79,5893.58,589.36,5304.22
ITEM-0001024,ORD-000422,PROD-0196,home,3,4196.81,12590.43,1259.04,11331.39
ITEM-0001025,ORD-000422,PROD-0223,electronics,3,11815.55,35446.65,3544.67,31901.98
ITEM-0001026,ORD-000422,PROD-0082,accessories,3,3409.84,10229.52,2045.9,8183.62
ITEM-0001027,ORD-000422,PROD-0129,accessories,1,2107.52,2107.52,105.38,2002.14
ITEM-0001028,ORD-000423,PROD-0297,beauty,1,1389.95,1389.95,69.5,1320.45
ITEM-0001029,ORD-000423,PROD-0298,home,3,2835.87,8507.61,0.0,8507.61
ITEM-0001030,ORD-000423,PROD-0246,home,3,953.56,2860.68,0.0,2860.68
ITEM-0001031,ORD-000423,PROD-0281,home,2,4437.55,8875.1,887.51,7987.59
ITEM-0001032,ORD-000424,PROD-0141,home,2,2984.39,5968.78,298.44,5670.34
ITEM-0001033,ORD-000424,PROD-0206,electronics,1,2261.46,2261.46,452.29,1809.17
ITEM-0001034,ORD-000424,PROD-0044,fitness,3,5941.6,17824.8,0.0,17824.8
ITEM-0001035,ORD-000425,PROD-0054,fitness,1,5613.4,5613.4,0.0,5613.4
ITEM-0001036,ORD-000426,PROD-0219,accessories,2,872.63,1745.26,0.0,1745.26
ITEM-0001037,ORD-000427,PROD-0012,accessories,2,488.55,977.1,97.71,879.39
ITEM-0001038,ORD-000428,PROD-0163,electronics,3,7229.39,21688.17,0.0,21688.17
ITEM-0001039,ORD-000428,PROD-0165,fitness,2,414.05,828.1,165.62,662.48
ITEM-0001040,ORD-000429,PROD-0222,electronics,3,8346.18,25038.54,2503.85,22534.69
ITEM-0001041,ORD-000430,PROD-0029,fitness,1,3300.39,3300.39,330.04,2970.35
ITEM-0001042,ORD-000430,PROD-0015,fitness,3,4577.79,13733.37,0.0,13733.37
ITEM-0001043,ORD-000431,PROD-0167,beauty,2,448.57,897.14,179.43,717.71
ITEM-0001044,ORD-000431,PROD-0043,accessories,2,861.23,1722.46,0.0,1722.46
ITEM-0001045,ORD-000431,PROD-0253,fitness,2,771.12,1542.24,0.0,1542.24
ITEM-0001046,ORD-000431,PROD-0252,home,2,2269.19,4538.38,0.0,4538.38
ITEM-0001047,ORD-000432,PROD-0003,electronics,2,2868.22,5736.44,0.0,5736.44
ITEM-0001048,ORD-000432,PROD-0002,electronics,2,11722.17,23444.34,0.0,23444.34
ITEM-0001049,ORD-000433,PROD-0267,electronics,1,11731.61,11731.61,1759.74,9971.87
ITEM-0001050,ORD-000434,PROD-0192,electronics,3,8605.55,25816.65,2581.67,23234.98
ITEM-0001051,ORD-000434,PROD-0251,fitness,1,2496.83,2496.83,0.0,2496.83
ITEM-0001052,ORD-000434,PROD-0104,fitness,1,3175.73,3175.73,317.57,2858.16
ITEM-0001053,ORD-000435,PROD-0277,accessories,2,2457.72,4915.44,0.0,4915.44
ITEM-0001054,ORD-000436,PROD-0062,accessories,3,280.84,842.52,0.0,842.52
ITEM-0001055,ORD-000436,PROD-0202,fitness,3,1108.84,3326.52,0.0,3326.52
ITEM-0001056,ORD-000436,PROD-0186,electronics,2,8732.26,17464.52,873.23,16591.29
ITEM-0001057,ORD-000436,PROD-0271,electronics,2,10294.26,20588.52,0.0,20588.52
ITEM-0001058,ORD-000437,PROD-0185,fitness,2,4297.13,8594.26,859.43,7734.83
ITEM-0001059,ORD-000437,PROD-0256,electronics,1,5854.8,5854.8,1170.96,4683.84
ITEM-0001060,ORD-000438,PROD-0143,beauty,2,609.16,1218.32,60.92,1157.4
ITEM-0001061,ORD-000438,PROD-0179,beauty,2,2252.02,4504.04,675.61,3828.43
ITEM-0001062,ORD-000439,PROD-0164,beauty,3,2157.82,6473.46,1294.69,5178.77
ITEM-0001063,ORD-000439,PROD-0064,home,3,4736.45,14209.35,710.47,13498.88
ITEM-0001064,ORD-000440,PROD-0124,beauty,3,349.17,1047.51,0.0,1047.51
ITEM-0001065,ORD-000440,PROD-0025,home,1,2891.19,2891.19,144.56,2746.63
ITEM-0001066,ORD-000440,PROD-0023,beauty,1,172.97,172.97,8.65,164.32
ITEM-0001067,ORD-000441,PROD-0268,electronics,2,5626.22,11252.44,0.0,11252.44
ITEM-0001068,ORD-000441,PROD-0170,accessories,2,2237.25,4474.5,0.0,4474.5
ITEM-0001069,ORD-000441,PROD-0042,fitness,1,2473.71,2473.71,0.0,2473.71
ITEM-0001070,ORD-000441,PROD-0245,home,2,3540.5,7081.0,1062.15,6018.85
ITEM-0001071,ORD-000442,PROD-0134,home,1,3570.98,3570.98,178.55,3392.43
ITEM-0001072,ORD-000442,PROD-0134,beauty,3,1128.29,3384.87,338.49,3046.38
ITEM-0001073,ORD-000442,PROD-0245,fitness,2,5239.84,10479.68,1047.97,9431.71
ITEM-0001074,ORD-000443,PROD-0179,fitness,1,351.05,351.05,0.0,351.05
ITEM-0001075,ORD-000443,PROD-0036,home,3,3444.73,10334.19,0.0,10334.19
ITEM-0001076,ORD-000444,PROD-0132,electronics,3,9584.32,28752.96,0.0,28752.96
ITEM-0001077,ORD-000444,PROD-0195,fitness,3,5153.56,15460.68,2319.1,13141.58
ITEM-0001078,ORD-000444,PROD-0242,fitness,3,2486.61,7459.83,745.98,6713.85
ITEM-0001079,ORD-000445,PROD-0062,home,2,4734.99,9469.98,473.5,8996.48
ITEM-0001080,ORD-000445,PROD-0290,beauty,1,613.66,613.66,30.68,582.98
ITEM-0001081,ORD-000445,PROD-0269,accessories,2,485.76,971.52,0.0,971.52
ITEM-0001082,ORD-000446,PROD-0202,electronics,3,6767.69,20303.07,2030.31,18272.76
ITEM-0001083,ORD-000446,PROD-0084,beauty,2,375.33,750.66,0.0,750.66
ITEM-0001084,ORD-000446,PROD-0213,home,2,3105.2,6210.4,1242.08,4968.32
ITEM-0001085,ORD-000446,PROD-0106,beauty,1,2355.77,2355.77,0.0,2355.77
ITEM-0001086,ORD-000447,PROD-0283,electronics,1,4121.11,4121.11,0.0,4121.11
ITEM-0001087,ORD-000447,PROD-0172,home,3,3969.7,11909.1,1190.91,10718.19
ITEM-0001088,ORD-000448,PROD-0220,accessories,3,3420.12,10260.36,0.0,10260.36
ITEM-0001089,ORD-000448,PROD-0261,electronics,3,5390.08,16170.24,808.51,15361.73
ITEM-0001090,ORD-000449,PROD-0227,fitness,1,1294.83,1294.83,0.0,1294.83
ITEM-0001091,ORD-000449,PROD-0262,fitness,2,1099.47,2198.94,0.0,2198.94
ITEM-0001092,ORD-000449,PROD-0296,beauty,2,998.31,1996.62,0.0,1996.62
ITEM-0001093,ORD-000450,PROD-0136,beauty,3,616.71,1850.13,0.0,1850.13
ITEM-0001094,ORD-000450,PROD-0159,electronics,2,3600.19,7200.38,360.02,6840.36
ITEM-0001095,ORD-000451,PROD-0089,accessories,1,724.14,724.14,0.0,724.14
ITEM-0001096,ORD-000451,PROD-0134,home,3,2729.09,8187.27,1228.09,6959.18
ITEM-0001097,ORD-000451,PROD-0299,accessories,3,3022.75,9068.25,0.0,9068.25
ITEM-0001098,ORD-000451,PROD-0260,accessories,2,3373.3,6746.6,674.66,6071.94
ITEM-0001099,ORD-000452,PROD-0100,fitness,3,3778.5,11335.5,1133.55,10201.95
