refund_id,order_id,refund_date,refund_amount,refund_reason,refund_status
REF-000420,ORD-005056,2026-06-29,3746.44,quality_issue,completed
REF-000421,ORD-005068,2026-07-15,25179.43,damaged_item,pending
REF-000422,ORD-005069,2026-07-22,8104.05,late_delivery,completed
REF-000423,ORD-005093,2025-12-21,756.28,damaged_item,completed
REF-000424,ORD-005100,2026-04-26,7995.39,other,completed
REF-000425,ORD-005104,2026-02-04,6937.87,late_delivery,completed
REF-000426,ORD-005119,2025-12-24,44465.02,wrong_item,completed
REF-000427,ORD-005123,2025-02-23,26448.01,customer_return,completed
REF-000428,ORD-005132,2026-07-02,6523.81,other,completed
REF-000429,ORD-005143,2025-05-31,27140.45,wrong_item,completed
REF-000430,ORD-005144,2026-07-15,31485.0,damaged_item,completed
REF-000431,ORD-005146,2026-06-13,5546.93,wrong_item,completed
REF-000432,ORD-005169,2025-03-24,12040.62,other,completed
REF-000433,ORD-005172,2025-01-28,10336.1,damaged_item,completed
REF-000434,ORD-005174,2026-01-30,12440.53,late_delivery,completed
REF-000435,ORD-005186,2026-03-28,7122.82,customer_return,completed
REF-000436,ORD-005197,2026-04-16,8310.27,customer_return,completed
REF-000437,ORD-005203,2026-07-31,4621.36,customer_return,completed
REF-000438,ORD-005231,2026-01-05,3749.58,customer_return,completed
REF-000439,ORD-005250,2025-06-11,6949.85,quality_issue,completed
REF-000440,ORD-005267,2025-03-23,3472.7,damaged_item,completed
REF-000441,ORD-005277,2025-08-25,9856.33,quality_issue,completed
REF-000442,ORD-005283,2025-01-27,26727.04,customer_return,completed
REF-000443,ORD-005291,2026-05-12,5476.26,customer_return,pending
REF-000444,ORD-005299,2026-01-08,5859.45,damaged_item,completed
REF-000445,ORD-005310,2026-07-31,1681.0,other,completed
REF-000446,ORD-005313,2026-01-11,3890.79,damaged_item,completed
REF-000447,ORD-005329,2026-07-24,12825.14,wrong_item,pending
REF-000448,ORD-005343,2026-06-14,16762.93,quality_issue,completed
REF-000449,ORD-005349,2025-12-11,27045.63,wrong_item,completed
REF-000450,ORD-005350,2025-09-24,20323.4,other,completed
REF-000451,ORD-005355,2026-07-11,30125.98,other,completed
REF-000452,ORD-005356,2025-10-25,17679.79,customer_return,completed
REF-000453,ORD-005363,2026-05-25,13336.74,damaged_item,completed
REF-000454,ORD-005371,2026-06-29,191.72,damaged_item,completed
REF-000455,ORD-005393,2026-03-23,1957.33,wrong_item,completed
REF-000456,ORD-005418,2026-07-15,5318.8,damaged_item,completed
REF-000457,ORD-005429,2026-02-25,26754.86,customer_return,completed
REF-000458,ORD-005434,2025-04-04,5640.24,quality_issue,completed
REF-000459,ORD-005443,2026-07-28,10723.25,damaged_item,completed
REF-000460,ORD-005482,2026-01-14,1783.07,quality_issue,completed
REF-000461,ORD-005550,2025-11-29,2991.05,other,pending
REF-000462,ORD-005559,2025-12-16,12477.97,wrong_item,pending
REF-000463,ORD-005583,2026-04-19,11021.33,late_delivery,completed
REF-000464,ORD-005584,2025-08-10,593.48,damaged_item,completed
REF-000465,ORD-005599,2025-01-24,5388.51,late_delivery,pending
REF-000466,ORD-005609,2026-07-31,12154.9,customer_return,pending
REF-000467,ORD-005667,2026-07-03,9474.59,quality_issue,completed
REF-000468,ORD-005687,2025-12-12,4611.45,wrong_item,completed
REF-000469,ORD-005689,2025-10-18,12198.11,customer_return,pending
REF-000470,ORD-005701,2026-07-08,18748.28,late_delivery,completed
REF-000471,ORD-005707,2026-04-25,7937.66,late_delivery,completed
REF-000472,ORD-005729,2026-07-31,871.11,other,completed
REF-000473,ORD-005744,2026-03-31,7145.08,customer_return,completed
REF-000474,ORD-005746,2026-06-23,2618.15,damaged_item,completed
REF-000475,ORD-005759,2026-06-23,8012.1,late_delivery,pending
REF-000476,ORD-005763,2026-02-03,6486.9,customer_return,completed
REF-000477,ORD-005793,2026-05-08,9884.03,quality_issue,pending
REF-000478,ORD-005805,2025-11-21,4565.56,wrong_item,completed
REF-000479,ORD-005808,2025-06-17,7980.0,late_delivery,completed
REF-000480,ORD-005809,2026-07-31,19397.77,quality_issue,completed
REF-000481,ORD-005812,2026-05-06,3308.12,wrong_item,completed
REF-000482,ORD-005816,2026-07-31,5568.3,late_delivery,completed
REF-000483,ORD-005838,2026-06-10,6652.79,wrong_item,completed
REF-000484,ORD-005843,2025-10-06,37986.31,customer_return,pending
REF-000485,ORD-005862,2026-03-14,1207.08,damaged_item,completed
REF-000486,ORD-005863,2026-02-08,10161.58,customer_return,completed
REF-000487,ORD-005872,2026-07-29,4998.6,quality_issue,completed
REF-000488,ORD-005874,2026-05-21,6405.29,wrong_item,completed
REF-000489,ORD-005915,2026-02-26,12142.47,quality_issue,completed
REF-000490,ORD-005918,2025-05-04,4081.34,quality_issue,completed
REF-000491,ORD-005922,2025-08-31,5230.71,other,completed
REF-000492,ORD-005955,2025-10-03,892.69,wrong_item,pending
REF-000493,ORD-005961,2026-07-31,1470.49,damaged_item,completed
REF-000494,ORD-005976,2026-02-15,5563.54,late_delivery,completed
REF-000495,ORD-005982,2026-07-31,5537.39,quality_issue,completed
REF-000496,ORD-005986,2026-01-06,2186.17,customer_return,completed
REF-000497,ORD-005987,2026-07-31,5838.11,damaged_item,completed
REF-000498,ORD-006002,2026-07-23,13646.63,late_delivery,completed
REF-000499,ORD-006007,2026-04-15,2257.77,damaged_item,completed
REF-000500,ORD-006011,2026-06-01,6540.75,wrong_item,completed
REF-000501,ORD-006047,2026-07-31,11629.66,quality_issue,completed
REF-000502,ORD-006073,2026-05-27,3803.22,late_delivery,completed
REF-000503,ORD-006088,2026-01-15,8260.11,quality_issue,completed
REF-000504,ORD-006117,2026-03-17,6531.97,wrong_item,pending
REF-000505,ORD-006118,2025-11-06,16765.33,quality_issue,completed
REF-000506,ORD-006153,2026-01-22,2355.62,quality_issue,completed
REF-000507,ORD-006155,2025-02-20,7606.25,damaged_item,completed
REF-000508,ORD-006177,2025-04-01,39092.53,damaged_item,completed
REF-000509,ORD-006180,2025-01-19,10132.16,wrong_item,pending
REF-000510,ORD-006210,2026-04-04,19297.35,late_delivery,completed
REF-000511,ORD-006219,2026-07-14,9117.84,quality_issue,completed
REF-000512,ORD-006230,2025-08-11,7027.73,other,completed
REF-000513,ORD-006240,2026-03-16,8274.98,damaged_item,completed
REF-000514,ORD-006242,2025-12-03,15272.4,other,completed
REF-000515,ORD-006247,2025-07-23,750.0,quality_issue,completed
REF-000516,ORD-006259,2026-03-05,946.69,customer_return,completed
REF-000517,ORD-006260,2026-04-02,32061.97,late_delivery,completed
REF-000518,ORD-006331,2025-02-20,7289.58,customer_return,pending
REF-000519,ORD-006333,2025-08-28,2311.22,quality_issue,completed
REF-000520,ORD-006347,2025-09-14,16897.16,customer_return,completed
REF-000521,ORD-006365,2026-07-13,10122.23,other,completed
REF-000522,ORD-006370,2026-07-29,16275.83,damaged_item,pending
REF-000523,ORD-006378,2026-05-03,5069.01,quality_issue,completed
REF-000524,ORD-006386,2026-07-24,7480.64,other,completed
REF-000525,ORD-006403,2025-11-30,5451.9,quality_issue,completed
REF-000526,ORD-006405,2026-05-17,8786.3,wrong_item,completed
REF-000527,ORD-006411,2026-02-21,4811.92,damaged_item,completed
REF-000528,ORD-006434,2026-01-27,12022.84,wrong_item,completed
REF-000529,ORD-006461,2025-11-22,5817.24,damaged_item,completed
REF-000530,ORD-006469,2025-12-26,17931.19,wrong_item,completed
REF-000531,ORD-006475,2026-05-06,11651.77,customer_return,completed
REF-000532,ORD-006483,2026-06-22,3298.57,quality_issue,completed
REF-000533,ORD-006492,2025-06-15,2088.61,other,completed
REF-000534,ORD-006506,2026-07-15,3042.41,damaged_item,completed
REF-000535,ORD-006512,2026-07-25,372.84,wrong_item,completed
REF-000536,ORD-006528,2026-07-27,12650.2,other,completed
REF-000537,ORD-006533,2026-07-31,5738.45,damaged_item,completed
REF-000538,ORD-006536,2026-07-25,18779.64,customer_return,pending
REF-000539,ORD-006540,2026-05-07,7652.32,customer_return,completed
REF-000540,ORD-006553,2026-03-08,14183.49,wrong_item,completed
REF-000541,ORD-006602,2025-09-05,10728.16,late_delivery,pending
REF-000542,ORD-006612,2026-06-06,25701.08,late_delivery,completed
REF-000543,ORD-006614,2026-07-31,1982.26,customer_return,completed
REF-000544,ORD-006619,2026-06-21,4977.69,wrong_item,completed
REF-000545,ORD-006627,2025-12-26,4089.98,customer_return,completed
REF-000546,ORD-006682,2025-06-27,998.33,other,completed
REF-000547,ORD-006690,2025-01-19,11904.63,late_delivery,completed
REF-000548,ORD-006715,2026-05-09,153.07,damaged_item,completed
REF-000549,ORD-006719,2025-10-07,11699.7,wrong_item,completed
REF-000550,ORD-006738,2025-11-05,25790.49,other,completed
REF-000551,ORD-006754,2026-04-28,11368.79,late_delivery,completed
REF-000552,ORD-006771,2026-05-13,151.36,other,completed
REF-000553,ORD-006826,2026-04-06,8536.25,late_delivery,completed
REF-000554,ORD-006845,2026-03-17,16919.57,wrong_item,completed
REF-000555,ORD-006899,2026-06-06,11726.81,quality_issue,completed
REF-000556,ORD-006905,2026-06-12,11758.06,other,completed
REF-000557,ORD-006906,2026-03-18,5489.62,late_delivery,completed
REF-000558,ORD-006911,2026-05-17,3055.63,customer_return,completed
REF-000559,ORD-006929,2026-06-12,8231.77,damaged_item,completed
REF-000560,ORD-006972,2026-07-31,15633.1,damaged_item,pending
REF-000561,ORD-006978,2026-07-30,16546.64,wrong_item,completed
REF-000562,ORD-006985,2026-03-29,13713.57,wrong_item,completed
REF-000563,ORD-006996,2026-05-09,6251.94,other,completed
REF-000564,ORD-007022,2025-03-15,5085.17,other,pending
REF-000565,ORD-007061,2025-12-08,1902.57,damaged_item,completed
REF-000566,ORD-007083,2026-06-24,5247.54,late_delivery,completed
REF-000567,ORD-007093,2025-07-23,7972.47,other,completed
REF-000568,ORD-007097,2026-07-22,24819.21,wrong_item,completed
REF-000569,ORD-007098,2025-11-02,3810.19,wrong_item,completed
REF-000570,ORD-007101,2026-07-07,10335.97,quality_issue,completed
REF-000571,ORD-007125,2025-02-03,1357.13,damaged_item,completed
REF-000572,ORD-007132,2026-07-31,13105.77,other,completed
REF-000573,ORD-007134,2026-04-21,4154.18,quality_issue,completed
REF-000574,ORD-007141,2026-05-16,4203.03,customer_return,completed
REF-000575,ORD-007185,2026-03-30,1095.48,late_delivery,completed
REF-000576,ORD-007188,2025-07-28,19958.39,customer_return,completed
REF-000577,ORD-007190,2025-06-02,4380.13,late_delivery,completed
REF-000578,ORD-007195,2026-04-06,6751.55,other,completed
REF-000579,ORD-007198,2025-05-13,9311.47,late_delivery,completed
REF-000580,ORD-007199,2026-03-02,7234.0,other,completed
REF-000581,ORD-007202,2026-03-08,6727.28,customer_return,completed
REF-000582,ORD-007213,2025-02-10,5478.3,customer_return,completed
REF-000583,ORD-007239,2025-07-18,8110.52,wrong_item,completed
REF-000584,ORD-007290,2026-01-27,5676.11,late_delivery,pending
REF-000585,ORD-007309,2026-04-30,2759.39,other,completed
REF-000586,ORD-007310,2025-11-07,4119.94,other,completed
REF-000587,ORD-007317,2026-01-27,43914.38,late_delivery,completed
REF-000588,ORD-007334,2025-03-16,31683.78,other,completed
REF-000589,ORD-007342,2026-01-31,13666.56,customer_return,completed
REF-000590,ORD-007344,2026-07-31,3042.86,quality_issue,completed
REF-000591,ORD-007349,2025-12-09,10082.83,quality_issue,completed
REF-000592,ORD-007358,2025-09-09,4751.46,wrong_item,completed
REF-000593,ORD-007360,2026-06-27,15694.73,quality_issue,completed
REF-000594,ORD-007411,2026-07-08,10092.14,damaged_item,pending
REF-000595,ORD-007422,2026-03-19,2993.33,damaged_item,completed
REF-000596,ORD-007423,2026-05-03,1860.1,damaged_item,pending
REF-000597,ORD-007430,2026-01-19,563.92,quality_issue,completed
REF-000598,ORD-007437,2026-07-16,12630.43,damaged_item,completed
REF-000599,ORD-007449,2026-01-25,8481.15,damaged_item,completed
REF-000600,ORD-007452,2026-05-09,1592.63,wrong_item,completed
REF-000601,ORD-007469,2025-08-01,3580.3,quality_issue,completed
REF-000602,ORD-007482,2026-07-31,2276.81,quality_issue,completed
REF-000603,ORD-007507,2025-07-14,15965.83,customer_return,completed
REF-000604,ORD-007514,2026-02-09,1195.83,other,completed
REF-000605,ORD-007525,2025-09-05,2395.2,other,completed
REF-000606,ORD-007531,2026-05-21,1837.04,late_delivery,completed
REF-000607,ORD-007535,2025-03-06,1860.31,other,completed
REF-000608,ORD-007551,2026-02-11,2864.57,customer_return,pending
REF-000609,ORD-007554,2026-07-31,3759.72,late_delivery,completed
REF-000610,ORD-007595,2026-02-11,2831.85,quality_issue,completed
REF-000611,ORD-007643,2026-01-29,4679.36,late_delivery,completed
REF-000612,ORD-007658,2025-02-06,9709.45,damaged_item,completed
REF-000613,ORD-007681,2025-09-24,24360.07,damaged_item,completed
REF-000614,ORD-007690,2026-05-20,5713.05,wrong_item,completed
REF-000615,ORD-007706,2025-11-14,9434.31,late_delivery,completed
REF-000616,ORD-007713,2026-04-29,7225.94,late_delivery,completed
REF-000617,ORD-007758,2026-01-20,24495.16,other,completed
REF-000618,ORD-007763,2025-01-11,9449.73,quality_issue,completed
REF-000619,ORD-007772,2025-11-27,25252.7,customer_return,completed
REF-000620,ORD-007779,2026-07-31,6140.88,wrong_item,completed
REF-000621,ORD-007807,2025-04-03,12843.19,quality_issue,completed
REF-000622,ORD-007812,2025-06-21,7908.79,late_delivery,completed
REF-000623,ORD-007814,2025-05-13,15389.4,customer_return,completed
REF-000624,ORD-007826,2025-08-13,27874.28,quality_issue,completed
REF-000625,ORD-007831,2026-06-26,13899.53,customer_return,completed
REF-000626,ORD-007850,2026-07-05,977.78,wrong_item,completed
REF-000627,ORD-007856,2026-07-31,1615.29,customer_return,completed
REF-000628,ORD-007877,2025-06-03,11507.23,quality_issue,completed
REF-000629,ORD-007880,2026-07-06,8587.44,late_delivery,completed
REF-000630,ORD-007883,2025-09-12,2342.43,damaged_item,completed
REF-000631,ORD-007886,2025-12-29,406.26,customer_return,completed
REF-000632,ORD-007895,2026-03-25,9751.55,damaged_item,completed
REF-000633,ORD-007899,2025-12-30,24013.5,other,completed
REF-000634,ORD-007936,2025-09-07,10686.56,wrong_item,pending
REF-000635,ORD-007950,2025-03-04,7192.62,late_delivery,completed
REF-000636,ORD-007969,2026-02-10,1434.53,customer_return,completed
REF-000637,ORD-007974,2025-11-03,9316.26,wrong_item,completed
REF-000638,ORD-007977,2026-07-31,1024.79,late_delivery,completed
REF-000639,ORD-002435,2026-05-22,4323.19,damaged_item,completed
REF-000640,ORD-003089,2026-06-08,2816.22,late_delivery,completed
REF-000641,ORD-001909,2026-05-16,1103.08,late_delivery,completed
REF-000642,ORD-004497,2025-07-31,8433.53,late_delivery,completed
REF-000643,ORD-005382,2026-03-12,2821.17,damaged_item,completed
REF-000644,ORD-002277,2025-02-06,5384.67,customer_return,completed
REF-000645,ORD-001750,2026-01-09,3659.83,quality_issue,completed
REF-000646,ORD-005857,2026-07-31,19502.47,wrong_item,completed
REF-000647,ORD-004768,2026-06-08,7471.28,customer_return,completed
REF-000648,ORD-000808,2026-01-27,15302.61,other,completed
REF-000649,ORD-007721,2026-04-07,5085.22,late_delivery,completed
REF-000650,ORD-004935,2026-06-21,5315.44,wrong_item,completed
REF-000651,ORD-002590,2026-02-13,543.11,customer_return,completed
REF-000652,ORD-005962,2025-11-22,8286.63,damaged_item,completed
REF-000653,ORD-007281,2025-11-24,3332.51,quality_issue,completed
REF-000654,ORD-006193,2026-05-30,8355.09,wrong_item,pending
REF-000655,ORD-007917,2026-02-23,5792.55,late_delivery,completed
REF-000656,ORD-002845,2026-07-02,4453.55,late_delivery,completed
REF-000657,ORD-007250,2026-02-01,2163.11,quality_issue,completed
REF-000658,ORD-001310,2026-02-19,1946.46,other,completed
REF-000659,ORD-003868,2025-03-06,6410.97,other,completed
REF-000660,ORD-001056,2026-03-15,8508.78,quality_issue,pending
REF-000661,ORD-004183,2025-11-28,22320.18,damaged_item,completed
REF-000662,ORD-007963,2026-05-29,296.28,quality_issue,completed
REF-000663,ORD-004902,2026-02-14,4673.13,wrong_item,completed
REF-000664,ORD-005287,2025-07-24,13032.8,other,completed
REF-000665,ORD-002297,2026-04-08,3256.08,damaged_item,completed
REF-000666,ORD-002761,2026-07-31,19317.57,damaged_item,completed
REF-000667,ORD-000647,2026-01-24,1842.37,late_delivery,pending
REF-000668,ORD-002759,2025-07-27,516.92,damaged_item,completed
REF-000669,ORD-003041,2026-06-06,2689.08,customer_return,completed
REF-000670,ORD-006034,2026-07-30,3862.09,damaged_item,completed
REF-000671,ORD-002889,2026-01-03,14359.3,quality_issue,completed
REF-000672,ORD-004681,2026-07-31,26280.86,other,completed
REF-000673,ORD-003027,2026-02-20,13515.56,wrong_item,completed
REF-000674,ORD-006425,2026-07-31,4586.37,quality_issue,pending
REF-000675,ORD-006998,2026-07-04,14396.93,damaged_item,completed
REF-000676,ORD-000616,2025-04-29,1319.17,wrong_item,pending
REF-000677,ORD-002098,2025-09-11,26705.85,wrong_item,completed
REF-000678,ORD-006941,2026-07-31,5196.57,other,completed
REF-000679,ORD-001265,2026-03-09,6134.04,wrong_item,completed
REF-000680,ORD-002542,2026-07-31,11160.19,late_delivery,completed
REF-000681,ORD-003799,2026-05-28,15671.04,customer_return,completed
REF-000682,ORD-006564,2026-07-31,1530.36,damaged_item,completed
REF-000683,ORD-001295,2026-06-07,11803.76,quality_issue,completed
REF-000684,ORD-001994,2025-06-22,10937.87,customer_return,completed
REF-000685,ORD-006936,2026-03-07,9828.85,quality_issue,completed
REF-000686,ORD-006531,2025-12-21,27437.86,quality_issue,completed
REF-000687,ORD-007348,2026-04-29,7092.69,customer_return,completed
REF-000688,ORD-003350,2026-07-31,8565.25,late_delivery,completed
REF-000689,ORD-004686,2026-04-19,5737.91,wrong_item,completed
REF-000690,ORD-007131,2026-03-13,2359.09,quality_issue,pending
REF-000691,ORD-006824,2025-04-10,5790.14,quality_issue,completed
REF-000692,ORD-000459,2025-09-19,6815.15,quality_issue,completed
REF-000693,ORD-003534,2026-06-22,17217.49,wrong_item,completed
REF-000694,ORD-004397,2025-12-10,12533.6,wrong_item,completed
REF-000695,ORD-001920,2025-10-11,6779.75,damaged_item,completed
REF-000696,ORD-001038,2026-05-28,871.31,wrong_item,completed
REF-000697,ORD-004157,2026-02-28,1931.21,late_delivery,completed
REF-000698,ORD-001264,2026-06-04,10922.87,customer_return,completed
REF-000699,ORD-000957,2026-05-01,7583.05,customer_return,completed
REF-000700,ORD-006950,2026-07-31,6099.78,customer_return,completed
REF-000701,ORD-001628,2026-01-31,3755.3,wrong_item,completed
REF-000702,ORD-006625,2025-08-16,2809.38,customer_return,completed
REF-000703,ORD-006869,2026-03-03,2669.07,late_delivery,completed
REF-000704,ORD-002112,2026-07-31,18097.97,other,completed
REF-000705,ORD-006039,2026-06-02,14501.88,late_delivery,completed
REF-000706,ORD-006429,2025-10-14,3161.28,late_delivery,completed
REF-000707,ORD-006195,2026-04-11,4836.73,damaged_item,completed
REF-000708,ORD-006828,2026-05-27,11221.65,damaged_item,completed
REF-000709,ORD-006145,2026-05-24,4993.79,wrong_item,pending
REF-000710,ORD-003394,2025-08-12,4067.09,customer_return,completed
REF-000711,ORD-003491,2026-05-21,18075.59,wrong_item,completed
REF-000712,ORD-003249,2026-06-03,14258.3,damaged_item,completed
REF-000713,ORD-006330,2026-07-31,8257.44,other,completed
REF-000714,ORD-002885,2025-04-27,9757.34,damaged_item,completed
REF-000715,ORD-000102,2026-06-12,11564.76,quality_issue,completed
REF-000716,ORD-007081,2025-08-05,8503.0,other,pending
REF-000717,ORD-001304,2026-02-25,6800.14,wrong_item,completed
REF-000718,ORD-006657,2026-07-06,1683.78,late_delivery,completed
REF-000719,ORD-007634,2026-01-16,21933.61,quality_issue,completed
REF-000720,ORD-001379,2026-02-26,12024.26,damaged_item,pending
REF-000721,ORD-007112,2026-06-27,7914.86,late_delivery,completed
REF-000722,ORD-001872,2025-09-21,3245.88,quality_issue,completed
REF-000723,ORD-001768,2026-04-07,5447.33,damaged_item,completed
REF-000724,ORD-006472,2026-07-31,6422.37,quality_issue,completed
REF-000725,ORD-000354,2025-10-29,4769.48,customer_return,completed
REF-000726,ORD-007860,2025-07-19,7006.33,other,completed
REF-000727,ORD-005173,2025-12-31,9650.53,quality_issue,completed
REF-000728,ORD-005352,2026-01-03,1229.56,quality_issue,completed
REF-000729,ORD-006255,2026-06-24,7469.78,quality_issue,completed
REF-000730,ORD-006314,2026-05-17,1050.07,late_delivery,completed
REF-000731,ORD-005557,2026-07-29,8165.96,customer_return,completed
REF-000732,ORD-007996,2026-07-29,7541.69,damaged_item,completed
REF-000733,ORD-000595,2025-08-01,4689.03,quality_issue,completed
REF-000734,ORD-007129,2026-07-31,6163.46,other,completed
REF-000735,ORD-007175,2025-07-10,12004.69,damaged_item,completed
REF-000736,ORD-002722,2025-04-19,1139.8,other,completed
REF-000737,ORD-000435,2026-07-20,1031.68,late_delivery,completed
REF-000738,ORD-007031,2025-12-01,4772.7,damaged_item,completed
REF-000739,ORD-002224,2026-05-09,18557.05,damaged_item,completed
REF-000740,ORD-007380,2026-04-18,34078.19,wrong_item,completed
REF-000741,ORD-004441,2026-03-08,14259.67,late_delivery,completed
REF-000742,ORD-000821,2026-06-24,863.67,late_delivery,pending
REF-000743,ORD-000034,2026-02-14,15483.69,customer_return,completed
REF-000744,ORD-004666,2026-03-02,17436.34,quality_issue,completed
REF-000745,ORD-000051,2026-06-05,11032.0,other,completed
REF-000746,ORD-001971,2026-06-18,6939.6,customer_return,completed
REF-000747,ORD-005985,2026-07-24,2050.15,quality_issue,completed
REF-000748,ORD-005680,2025-03-19,15550.48,customer_return,completed
REF-000749,ORD-002659,2026-07-31,7858.39,wrong_item,completed
REF-000750,ORD-005240,2026-07-10,10813.17,quality_issue,completed
REF-000751,ORD-007013,2026-07-09,6802.63,quality_issue,completed
REF-000752,ORD-002562,2025-10-11,1707.51,wrong_item,pending
REF-000753,ORD-001190,2026-05-31,7260.72,wrong_item,completed
REF-000754,ORD-005027,2026-07-31,5667.82,wrong_item,completed
REF-000755,ORD-000845,2025-04-02,2074.89,other,completed
REF-000756,ORD-006093,2026-02-08,2557.39,late_delivery,pending
REF-000757,ORD-007466,2026-01-18,33222.47,quality_issue,pending
REF-000758,ORD-000539,2026-07-31,17907.97,late_delivery,completed
REF-000759,ORD-003641,2026-07-31,1022.68,customer_return,completed
REF-000760,ORD-000126,2025-12-23,682.46,wrong_item,completed
REF-000761,ORD-000896,2026-06-30,9258.74,damaged_item,completed
REF-000762,ORD-005719,2026-06-09,7792.87,wrong_item,completed
REF-000763,ORD-000742,2025-01-25,11768.1,other,completed
REF-000764,ORD-001630,2026-07-25,17799.49,late_delivery,completed
REF-000765,ORD-007910,2026-06-23,6079.97,damaged_item,completed
REF-000766,ORD-005936,2026-07-16,8450.85,quality_issue,completed
REF-000767,ORD-002512,2026-07-10,4224.25,wrong_item,pending
REF-000768,ORD-006534,2025-09-24,4142.51,late_delivery,completed
REF-000769,ORD-007447,2026-06-25,2758.47,damaged_item,completed
REF-000770,ORD-004603,2025-04-03,12462.26,damaged_item,completed
REF-000771,ORD-001923,2025-12-23,19027.26,wrong_item,completed
REF-000772,ORD-000371,2025-02-08,1162.65,customer_return,completed
REF-000773,ORD-005042,2026-07-31,1040.49,quality_issue,completed
REF-000774,ORD-002229,2025-12-18,7243.06,quality_issue,completed
REF-000775,ORD-006499,2026-04-03,3693.97,damaged_item,completed
REF-000776,ORD-005899,2025-06-05,10214.52,wrong_item,completed
REF-000777,ORD-006322,2026-07-31,873.8,quality_issue,completed
REF-000778,ORD-005405,2026-07-14,1395.58,damaged_item,completed
REF-000779,ORD-007511,2025-12-05,3382.55,customer_return,completed
REF-000780,ORD-003726,2025-12-04,623.05,other,completed
REF-000781,ORD-007221,2026-06-07,20825.07,customer_return,completed
REF-000782,ORD-005895,2026-03-21,13955.16,other,completed
REF-000783,ORD-003616,2025-10-16,3407.14,customer_return,completed
REF-000784,ORD-005072,2026-05-04,16068.78,damaged_item,completed
REF-000785,ORD-005248,2026-04-25,22195.91,other,completed
REF-000786,ORD-004481,2025-07-06,2739.66,damaged_item,completed
REF-000787,ORD-007222,2026-05-29,3656.1,other,completed
REF-000788,ORD-000268,2025-11-21,5933.74,wrong_item,completed
REF-000789,ORD-001406,2025-03-28,604.19,other,completed
REF-000790,ORD-005103,2026-06-11,4448.23,customer_return,completed
REF-000791,ORD-003633,2026-07-06,4657.53,damaged_item,completed
REF-000792,ORD-005460,2026-05-20,586.07,other,completed
REF-000793,ORD-000880,2026-07-31,4259.81,damaged_item,completed
REF-000794,ORD-004091,2026-03-17,8221.06,customer_return,completed
REF-000795,ORD-002902,2026-04-16,7315.55,quality_issue,completed
REF-000796,ORD-001260,2025-12-19,9651.09,damaged_item,completed
REF-000797,ORD-006300,2026-03-11,3384.17,damaged_item,completed
REF-000798,ORD-005575,2026-07-31,6155.53,wrong_item,completed
REF-000799,ORD-004311,2025-12-22,781.64,late_delivery,completed
REF-000800,ORD-005628,2026-05-29,2600.42,wrong_item,completed
REF-000801,ORD-006336,2026-03-26,43843.84,wrong_item,completed
REF-000802,ORD-004545,2026-03-25,3740.25,customer_return,pending
REF-000803,ORD-006827,2026-07-19,4996.39,wrong_item,completed
REF-000804,ORD-006567,2025-08-03,5668.9,wrong_item,completed
REF-000805,ORD-000135,2026-03-09,2004.94,customer_return,completed
REF-000806,ORD-002823,2025-04-11,4139.81,late_delivery,completed
REF-000807,ORD-000372,2026-04-13,7915.84,wrong_item,completed
REF-000808,ORD-002503,2025-06-29,19972.46,other,completed
REF-000809,ORD-006626,2026-06-12,6146.71,damaged_item,completed
REF-000810,ORD-001071,2025-10-20,25305.64,customer_return,pending
REF-000811,ORD-004244,2025-06-22,15617.42,wrong_item,completed
REF-000812,ORD-005772,2025-07-15,6519.04,wrong_item,completed
REF-000813,ORD-000171,2026-03-30,1125.11,damaged_item,completed
REF-000814,ORD-001361,2025-03-20,2690.35,quality_issue,completed
REF-000815,ORD-003065,2026-03-09,4539.56,wrong_item,completed
REF-000816,ORD-003555,2026-02-22,4124.6,wrong_item,completed
REF-000817,ORD-002206,2026-07-28,4448.62,damaged_item,completed
REF-000818,ORD-000989,2026-04-11,2141.11,damaged_item,completed
REF-000819,ORD-007916,2025-04-24,3430.24,damaged_item,completed
REF-000820,ORD-005776,2025-11-05,11282.38,damaged_item,completed
REF-000821,ORD-006395,2025-07-07,5162.89,other,completed
REF-000822,ORD-000011,2026-05-24,11593.99,late_delivery,completed
REF-000823,ORD-006319,2026-06-30,21669.05,damaged_item,completed
REF-000824,ORD-004533,2025-09-09,3028.26,damaged_item,completed
REF-000825,ORD-002223,2025-08-24,7213.24,damaged_item,completed
REF-000826,ORD-003430,2026-02-08,1892.94,customer_return,completed
REF-000827,ORD-004952,2026-02-13,2812.44,customer_return,completed
REF-000828,ORD-004705,2025-12-04,2182.14,wrong_item,completed
REF-000829,ORD-002913,2026-01-26,8955.08,wrong_item,completed
REF-000830,ORD-003162,2026-05-21,10174.18,customer_return,completed
REF-000831,ORD-003312,2025-05-25,8333.09,other,completed
REF-000832,ORD-003607,2025-08-23,1343.44,other,completed
REF-000833,ORD-000252,2025-05-03,3281.33,late_delivery,completed
REF-000834,ORD-006951,2026-04-16,6499.32,other,completed
REF-000835,ORD-002396,2025-10-29,5385.72,other,completed
REF-000836,ORD-004547,2025-09-27,8418.11,damaged_item,completed
REF-000837,ORD-006302,2026-02-19,700.33,late_delivery,completed
REF-000838,ORD-000285,2026-05-30,11011.07,other,completed
REF-000839,ORD-007079,2026-07-11,6499.35,customer_return,completed
