customer_id,signup_date,region,acquisition_channel,customer_segment,customer_status
CUST-00571,2026-06-13,South,email,new,active
CUST-00572,2025-01-28,East,organic,new,inactive
CUST-00573,2024-09-23,East,paid_search,regular,active
CUST-00574,2024-02-17,West,paid_search,high_value,active
CUST-00575,2024-01-08,North,paid_search,new,active
CUST-00576,2024-12-18,South,paid_search,new,inactive
CUST-00577,2026-05-23,West,affiliate,high_value,inactive
CUST-00578,2025-05-09,West,paid_search,regular,active
CUST-00579,2026-04-22,Central,email,high_value,active
CUST-00580,2024-04-06,Central,organic,regular,active
CUST-00581,2024-03-29,Central,email,regular,active
CUST-00582,2026-02-25,South,affiliate,regular,active
CUST-00583,2024-04-11,South,paid_search,new,active
CUST-00584,2024-02-19,South,email,regular,active
CUST-00585,2025-01-16,East,referral,regular,active
CUST-00586,2026-05-22,Central,affiliate,high_value,active
CUST-00587,2025-10-12,South,paid_search,regular,active
CUST-00588,2024-04-04,East,social,new,inactive
CUST-00589,2026-02-28,South,affiliate,regular,active
CUST-00590,2026-03-06,North,paid_search,regular,active
CUST-00591,2026-01-25,South,affiliate,regular,active
CUST-00592,2026-05-01,North,paid_search,regular,inactive
CUST-00593,2024-08-14,Central,affiliate,regular,active
CUST-00594,2026-07-12,South,organic,new,active
CUST-00595,2024-10-30,West,organic,regular,active
CUST-00596,2026-01-26,West,referral,regular,inactive
CUST-00597,2025-06-30,South,affiliate,high_value,active
CUST-00598,2026-01-05,North,referral,regular,active
CUST-00599,2025-08-15,West,referral,regular,active
CUST-00600,2025-08-29,South,paid_search,regular,active
CUST-00601,2025-08-04,Central,paid_search,regular,inactive
CUST-00602,2026-01-04,North,organic,new,inactive
CUST-00603,2025-11-28,West,social,high_value,active
CUST-00604,2024-05-07,West,organic,high_value,active
CUST-00605,2026-02-18,South,referral,regular,inactive
CUST-00606,2025-05-20,South,organic,regular,inactive
CUST-00607,2024-11-01,Central,organic,new,active
CUST-00608,2025-04-30,South,organic,regular,active
CUST-00609,2026-06-30,East,organic,regular,active
CUST-00610,2026-03-19,East,organic,regular,inactive
CUST-00611,2026-02-25,South,email,new,active
CUST-00612,2025-03-12,West,paid_search,regular,active
CUST-00613,2026-01-09,West,social,new,active
CUST-00614,2024-12-29,South,referral,regular,active
CUST-00615,2025-10-09,West,social,regular,active
CUST-00616,2025-08-26,South,email,new,active
CUST-00617,2024-08-24,North,paid_search,regular,active
CUST-00618,2024-09-09,East,organic,regular,active
CUST-00619,2024-02-28,Central,paid_search,regular,active
CUST-00620,2024-05-12,North,referral,new,active
CUST-00621,2025-02-13,South,social,regular,active
CUST-00622,2025-03-27,East,paid_search,new,active
CUST-00623,2024-06-05,West,paid_search,regular,active
CUST-00624,2025-01-28,North,affiliate,regular,active
CUST-00625,2025-07-24,South,email,new,active
CUST-00626,2024-08-08,West,social,regular,active
CUST-00627,2024-11-15,South,referral,regular,inactive
CUST-00628,2024-12-13,South,email,regular,inactive
CUST-00629,2025-04-21,South,social,new,active
CUST-00630,2024-12-12,South,organic,new,active
CUST-00631,2025-11-26,East,organic,regular,active
CUST-00632,2024-11-05,Central,referral,new,active
CUST-00633,2025-02-13,West,social,regular,inactive
CUST-00634,2024-12-24,West,paid_search,new,active
CUST-00635,2024-06-22,Central,social,new,active
CUST-00636,2025-10-08,South,organic,regular,active
CUST-00637,2024-08-10,South,affiliate,new,active
CUST-00638,2024-10-07,Central,organic,regular,inactive
CUST-00639,2026-01-17,South,affiliate,new,active
CUST-00640,2026-06-13,West,social,regular,active
CUST-00641,2025-09-24,West,paid_search,regular,active
CUST-00642,2026-05-14,North,organic,regular,inactive
CUST-00643,2026-03-16,East,affiliate,regular,active
CUST-00644,2025-03-30,South,organic,regular,active
CUST-00645,2025-12-27,South,organic,regular,active
CUST-00646,2024-11-06,East,email,new,active
CUST-00647,2025-03-10,South,paid_search,regular,active
CUST-00648,2025-05-20,West,paid_search,new,active
CUST-00649,2026-06-24,Central,organic,regular,active
CUST-00650,2026-03-11,West,affiliate,new,active
CUST-00651,2025-04-06,South,paid_search,high_value,active
CUST-00652,2025-09-07,South,organic,regular,active
CUST-00653,2024-07-10,South,paid_search,regular,active
CUST-00654,2026-01-28,North,organic,regular,active
CUST-00655,2025-06-05,Central,paid_search,new,active
CUST-00656,2025-05-17,South,organic,new,active
CUST-00657,2025-12-23,South,organic,high_value,active
CUST-00658,2025-08-20,West,paid_search,regular,active
CUST-00659,2024-03-10,South,referral,new,active
CUST-00660,2024-09-29,North,organic,regular,active
CUST-00661,2024-06-16,North,organic,regular,active
CUST-00662,2025-11-24,West,referral,new,inactive
CUST-00663,2024-02-04,West,referral,regular,active
CUST-00664,2024-07-10,South,email,new,inactive
CUST-00665,2025-07-17,Central,organic,new,active
CUST-00666,2025-10-17,Central,paid_search,regular,active
CUST-00667,2025-04-20,West,organic,new,active
CUST-00668,2026-03-22,South,organic,high_value,active
CUST-00669,2026-05-16,North,paid_search,regular,active
CUST-00670,2024-05-05,Central,social,regular,active
CUST-00671,2026-06-17,South,paid_search,regular,inactive
CUST-00672,2025-08-02,East,social,high_value,active
CUST-00673,2025-08-23,West,paid_search,regular,inactive
CUST-00674,2024-03-31,North,paid_search,regular,active
CUST-00675,2025-08-09,West,affiliate,regular,active
CUST-00676,2025-11-15,Central,referral,high_value,active
CUST-00677,2025-07-02,West,paid_search,new,active
CUST-00678,2024-03-21,East,social,regular,inactive
CUST-00679,2025-05-08,Central,paid_search,regular,inactive
CUST-00680,2026-06-01,East,organic,regular,inactive
CUST-00681,2025-11-13,West,email,high_value,inactive
CUST-00682,2024-05-10,West,organic,regular,active
CUST-00683,2026-06-24,West,paid_search,new,active
CUST-00684,2026-06-23,South,social,regular,active
CUST-00685,2024-06-09,North,organic,regular,active
CUST-00686,2026-01-25,South,organic,new,active
CUST-00687,2025-01-19,East,paid_search,new,active
CUST-00688,2025-07-14,East,referral,new,active
CUST-00689,2025-02-24,East,social,regular,active
CUST-00690,2026-01-08,South,paid_search,high_value,active
CUST-00691,2026-07-28,West,organic,regular,active
CUST-00692,2026-01-19,Central,social,new,active
CUST-00693,2026-05-28,South,organic,regular,active
CUST-00694,2026-06-11,West,social,high_value,active
CUST-00695,2024-03-26,West,email,regular,active
CUST-00696,2024-08-27,East,paid_search,new,active
CUST-00697,2025-11-11,South,paid_search,new,active
CUST-00698,2025-07-10,West,organic,high_value,active
CUST-00699,2024-02-18,Central,organic,high_value,active
CUST-00700,2024-03-31,West,paid_search,new,active
CUST-00701,2025-05-06,Central,referral,regular,active
CUST-00702,2025-08-04,Central,organic,new,active
CUST-00703,2024-06-07,South,social,new,active
CUST-00704,2024-06-11,West,email,regular,active
CUST-00705,2024-05-02,East,organic,regular,active
CUST-00706,2025-06-17,Central,organic,regular,active
CUST-00707,2024-01-09,North,paid_search,high_value,active
CUST-00708,2025-06-24,South,email,regular,active
CUST-00709,2025-03-25,Central,paid_search,new,active
CUST-00710,2025-03-15,South,email,regular,active
CUST-00711,2025-10-02,West,affiliate,regular,active
CUST-00712,2025-05-08,South,email,regular,active
CUST-00713,2025-11-17,Central,referral,high_value,active
CUST-00714,2025-12-21,Central,email,regular,active
CUST-00715,2026-05-17,South,affiliate,new,active
CUST-00716,2026-01-23,West,affiliate,new,active
CUST-00717,2025-05-03,South,email,regular,active
CUST-00718,2025-04-09,East,affiliate,high_value,active
CUST-00719,2024-08-11,West,referral,new,active
CUST-00720,2025-07-19,West,social,new,active
CUST-00721,2024-05-12,North,social,regular,active
CUST-00722,2026-05-28,South,social,new,active
CUST-00723,2026-03-08,West,affiliate,new,active
CUST-00724,2024-04-23,East,paid_search,high_value,active
CUST-00725,2026-01-11,East,affiliate,regular,active
CUST-00726,2024-04-21,North,affiliate,high_value,active
CUST-00727,2025-11-11,South,referral,regular,active
CUST-00728,2024-03-24,Central,organic,new,active
CUST-00729,2025-04-05,North,email,high_value,active
CUST-00730,2025-09-12,South,email,new,active
CUST-00731,2025-11-18,Central,referral,new,active
CUST-00732,2025-01-30,North,referral,high_value,active
CUST-00733,2026-05-19,West,social,regular,active
CUST-00734,2025-12-31,South,social,high_value,active
CUST-00735,2024-07-16,Central,organic,new,active
CUST-00736,2025-09-25,West,referral,high_value,active
CUST-00737,2025-11-20,Central,paid_search,regular,active
CUST-00738,2024-11-11,South,email,regular,active
CUST-00739,2025-11-27,East,affiliate,high_value,active
CUST-00740,2026-04-27,West,paid_search,regular,active
CUST-00741,2026-02-09,South,organic,regular,active
CUST-00742,2025-12-20,South,organic,regular,active
CUST-00743,2025-08-21,North,affiliate,regular,active
CUST-00744,2024-09-12,Central,social,high_value,inactive
CUST-00745,2026-01-20,West,organic,regular,active
CUST-00746,2024-12-10,West,email,new,active
CUST-00747,2025-05-17,West,paid_search,new,active
CUST-00748,2024-10-24,East,referral,high_value,active
CUST-00749,2024-10-22,East,paid_search,high_value,active
CUST-00750,2024-05-29,East,organic,high_value,active
CUST-00751,2026-06-25,West,organic,new,active
CUST-00752,2024-05-20,South,social,regular,active
CUST-00753,2024-03-23,Central,paid_search,regular,inactive
CUST-00754,2026-06-01,West,email,regular,active
CUST-00755,2025-06-07,South,paid_search,new,active
CUST-00756,2025-02-17,East,paid_search,regular,inactive
CUST-00757,2025-11-26,North,paid_search,new,active
CUST-00758,2024-12-28,Central,paid_search,regular,active
CUST-00759,2024-05-01,Central,referral,new,active
CUST-00760,2025-11-19,Central,organic,new,active
CUST-00761,2024-06-15,South,referral,new,active
CUST-00762,2025-06-05,North,paid_search,high_value,inactive
CUST-00763,2026-06-14,South,organic,regular,active
CUST-00764,2026-06-01,North,organic,high_value,active
CUST-00765,2024-12-06,North,organic,regular,active
CUST-00766,2026-01-06,North,affiliate,regular,active
CUST-00767,2025-08-01,Central,social,regular,active
CUST-00768,2025-03-28,North,paid_search,regular,active
CUST-00769,2024-05-12,North,email,regular,inactive
CUST-00770,2024-12-21,West,social,regular,active
CUST-00771,2025-09-07,East,referral,regular,active
CUST-00772,2026-07-19,West,referral,high_value,active
CUST-00773,2024-01-06,West,email,new,active
CUST-00774,2025-11-08,Central,affiliate,regular,inactive
CUST-00775,2026-03-09,West,affiliate,new,active
CUST-00776,2026-06-16,East,social,new,active
CUST-00777,2025-02-04,West,email,regular,active
CUST-00778,2024-04-22,East,organic,regular,active
CUST-00779,2024-09-13,South,email,regular,active
CUST-00780,2026-03-13,East,referral,new,active
CUST-00781,2026-04-08,North,organic,high_value,active
CUST-00782,2025-08-24,West,affiliate,high_value,active
CUST-00783,2024-04-26,South,referral,regular,active
CUST-00784,2024-04-25,North,organic,high_value,active
CUST-00785,2025-03-27,South,social,new,active
CUST-00786,2025-07-09,West,referral,regular,inactive
CUST-00787,2024-02-01,South,referral,high_value,active
CUST-00788,2025-10-09,West,organic,regular,active
CUST-00789,2025-05-28,Central,paid_search,regular,active
CUST-00790,2024-01-13,North,email,regular,active
CUST-00791,2024-04-01,West,organic,regular,active
CUST-00792,2025-03-04,South,paid_search,regular,active
CUST-00793,2025-11-12,South,organic,new,active
CUST-00794,2026-02-17,West,organic,new,active
CUST-00795,2025-02-11,Central,social,regular,active
CUST-00796,2024-10-06,South,email,regular,active
CUST-00797,2026-07-02,East,social,regular,active
CUST-00798,2025-03-08,South,affiliate,high_value,active
CUST-00799,2024-10-25,East,paid_search,regular,active
CUST-00800,2025-02-21,West,paid_search,regular,active
CUST-00801,2024-01-13,East,organic,regular,active
CUST-00802,2024-10-12,West,organic,regular,active
CUST-00803,2025-05-01,North,paid_search,regular,active
CUST-00804,2026-05-16,West,organic,regular,active
CUST-00805,2025-11-27,West,organic,regular,active
CUST-00806,2026-01-06,West,organic,regular,active
CUST-00807,2025-05-29,North,email,regular,active
CUST-00808,2024-04-15,East,social,regular,active
CUST-00809,2025-01-04,South,referral,new,inactive
CUST-00810,2026-07-29,North,affiliate,regular,active
CUST-00811,2024-02-12,South,social,regular,active
CUST-00812,2026-04-09,East,organic,new,active
CUST-00813,2025-10-07,West,social,regular,active
CUST-00814,2024-09-25,South,organic,regular,active
CUST-00815,2026-01-03,West,paid_search,regular,active
CUST-00816,2026-02-28,East,paid_search,regular,active
CUST-00817,2024-02-11,West,paid_search,new,active
CUST-00818,2024-04-11,East,paid_search,new,active
CUST-00819,2025-09-20,East,email,regular,inactive
CUST-00820,2026-07-31,East,affiliate,regular,active
CUST-00821,2024-01-24,Central,email,regular,active
CUST-00822,2025-09-20,East,social,regular,active
CUST-00823,2024-05-09,East,social,regular,active
CUST-00824,2025-09-05,East,organic,new,active
CUST-00825,2025-08-11,West,email,regular,inactive
CUST-00826,2024-03-27,North,social,new,active
CUST-00827,2025-10-04,East,paid_search,regular,active
CUST-00828,2026-04-26,East,paid_search,new,active
CUST-00829,2026-03-25,Central,referral,regular,active
CUST-00830,2024-01-29,East,social,regular,active
CUST-00831,2024-08-20,East,social,regular,inactive
CUST-00832,2024-08-15,Central,social,new,active
CUST-00833,2025-03-04,East,paid_search,new,active
CUST-00834,2024-05-15,South,social,regular,active
CUST-00835,2026-03-16,South,paid_search,regular,active
CUST-00836,2026-01-02,North,paid_search,new,active
CUST-00837,2026-02-01,North,email,high_value,active
CUST-00838,2024-07-06,East,organic,regular,active
CUST-00839,2024-01-15,West,affiliate,regular,active
CUST-00840,2026-05-08,West,paid_search,new,active
CUST-00841,2024-09-30,North,email,regular,active
CUST-00842,2025-09-11,East,social,new,active
CUST-00843,2026-05-07,North,email,new,active
CUST-00844,2024-02-05,Central,social,regular,active
CUST-00845,2024-01-07,North,referral,regular,active
CUST-00846,2024-01-07,West,social,high_value,active
CUST-00847,2024-05-28,South,email,high_value,active
CUST-00848,2024-02-19,West,email,new,active
CUST-00849,2026-02-12,South,organic,new,active
CUST-00850,2025-07-25,West,paid_search,regular,active
CUST-00851,2026-07-13,South,paid_search,high_value,active
CUST-00852,2026-01-25,Central,paid_search,high_value,active
CUST-00853,2026-06-27,East,paid_search,new,active
CUST-00854,2024-08-13,West,paid_search,new,active
CUST-00855,2024-09-29,West,social,new,active
CUST-00856,2026-03-12,Central,organic,regular,active
CUST-00857,2024-08-19,South,affiliate,regular,active
CUST-00858,2024-02-24,South,paid_search,regular,active
CUST-00859,2025-09-23,South,email,regular,active
CUST-00860,2026-01-25,South,organic,new,active
CUST-00861,2026-07-02,East,paid_search,regular,active
CUST-00862,2026-05-24,Central,organic,new,active
CUST-00863,2024-04-24,Central,email,regular,active
CUST-00864,2025-12-29,East,paid_search,regular,active
CUST-00865,2026-03-09,West,referral,regular,active
CUST-00866,2025-10-20,Central,paid_search,new,active
CUST-00867,2026-02-12,Central,social,regular,active
CUST-00868,2026-03-01,South,paid_search,regular,active
CUST-00869,2025-02-25,East,social,new,active
CUST-00870,2024-02-08,West,paid_search,new,active
CUST-00871,2025-03-06,South,paid_search,regular,active
CUST-00872,2024-07-10,East,organic,new,active
CUST-00873,2024-04-18,Central,organic,new,active
CUST-00874,2024-04-28,Central,organic,new,active
CUST-00875,2025-10-19,Central,referral,new,active
CUST-00876,2025-04-21,West,paid_search,regular,active
CUST-00877,2025-05-24,South,organic,regular,active
CUST-00878,2025-12-03,South,referral,new,active
CUST-00879,2025-06-01,East,organic,regular,inactive
CUST-00880,2025-08-17,East,paid_search,new,inactive
CUST-00881,2024-03-23,East,email,new,active
CUST-00882,2026-03-13,West,referral,new,active
CUST-00883,2025-02-27,South,email,regular,active
CUST-00884,2024-05-27,West,paid_search,high_value,active
CUST-00885,2026-02-06,South,referral,regular,active
CUST-00886,2025-11-24,South,organic,new,active
CUST-00887,2024-02-20,North,referral,new,active
CUST-00888,2024-07-01,South,affiliate,new,active
CUST-00889,2024-01-16,Central,referral,regular,active
CUST-00890,2024-09-13,East,paid_search,new,active
CUST-00891,2024-04-05,South,organic,high_value,active
CUST-00892,2025-10-31,West,email,regular,inactive
CUST-00893,2025-05-08,East,social,regular,active
CUST-00894,2026-07-13,North,social,regular,active
CUST-00895,2025-12-07,South,referral,new,active
CUST-00896,2025-07-31,North,social,regular,active
CUST-00897,2025-04-25,West,paid_search,new,active
CUST-00898,2024-02-22,South,paid_search,regular,active
CUST-00899,2024-03-08,North,organic,regular,inactive
CUST-00900,2025-08-04,North,organic,new,active
CUST-00901,2024-01-06,East,organic,regular,active
CUST-00902,2024-02-10,North,affiliate,new,active
CUST-00903,2024-07-26,West,email,new,inactive
CUST-00904,2026-04-13,North,social,regular,active
CUST-00905,2025-03-09,East,paid_search,regular,inactive
CUST-00906,2025-10-31,East,email,high_value,active
CUST-00907,2025-01-23,East,affiliate,regular,active
CUST-00908,2024-06-13,North,referral,regular,active
CUST-00909,2024-12-16,West,social,new,active
CUST-00910,2024-03-28,Central,affiliate,new,active
CUST-00911,2025-12-27,North,social,high_value,inactive
CUST-00912,2024-06-22,North,social,new,active
CUST-00913,2024-12-21,Central,affiliate,regular,active
CUST-00914,2026-07-13,East,paid_search,new,active
CUST-00915,2025-07-12,North,paid_search,new,inactive
CUST-00916,2025-03-08,South,paid_search,regular,inactive
CUST-00917,2025-05-27,West,social,regular,inactive
CUST-00918,2026-01-09,West,social,regular,active
CUST-00919,2024-08-28,East,email,high_value,inactive
CUST-00920,2025-08-23,Central,paid_search,new,active
CUST-00921,2026-04-03,East,organic,regular,active
CUST-00922,2025-06-24,South,affiliate,new,active
CUST-00923,2025-02-25,East,paid_search,regular,active
CUST-00924,2024-05-17,South,referral,new,active
CUST-00925,2024-08-22,South,organic,regular,active
CUST-00926,2026-06-11,North,social,new,active
CUST-00927,2025-05-25,South,social,regular,active
CUST-00928,2024-10-11,West,affiliate,regular,active
CUST-00929,2025-01-30,North,organic,high_value,active
CUST-00930,2025-06-29,East,referral,new,active
CUST-00931,2025-05-22,West,social,high_value,active
CUST-00932,2025-10-22,East,social,new,active
CUST-00933,2024-08-31,West,social,new,active
CUST-00934,2025-09-04,West,organic,new,active
CUST-00935,2025-02-22,West,social,new,active
CUST-00936,2026-06-06,North,paid_search,regular,active
CUST-00937,2024-05-29,East,paid_search,new,active
CUST-00938,2024-05-20,East,social,regular,active
CUST-00939,2025-03-11,South,social,regular,active
CUST-00940,2025-04-24,North,organic,regular,active
CUST-00941,2025-10-13,South,organic,regular,active
CUST-00942,2025-01-16,East,organic,regular,active
CUST-00943,2026-05-11,South,organic,new,active
CUST-00944,2025-03-23,North,social,regular,active
CUST-00945,2024-05-02,West,organic,new,active
CUST-00946,2024-04-23,Central,referral,new,active
CUST-00947,2026-07-06,South,organic,new,inactive
CUST-00948,2024-05-07,Central,organic,regular,active
CUST-00949,2026-06-12,North,referral,regular,active
CUST-00950,2024-09-19,Central,paid_search,regular,inactive
CUST-00951,2024-03-29,Central,paid_search,new,active
CUST-00952,2024-10-15,North,referral,regular,active
CUST-00953,2025-08-03,West,referral,regular,inactive
CUST-00954,2025-02-08,Central,email,new,active
CUST-00955,2026-01-11,Central,organic,regular,active
CUST-00956,2025-07-30,Central,social,regular,active
CUST-00957,2025-01-13,East,referral,regular,active
CUST-00958,2025-08-21,North,referral,new,active
CUST-00959,2026-07-05,West,organic,regular,active
CUST-00960,2025-01-23,East,paid_search,new,inactive
CUST-00961,2024-05-25,East,paid_search,new,active
CUST-00962,2025-01-21,South,organic,new,active
CUST-00963,2026-03-03,East,email,regular,active
CUST-00964,2024-07-25,North,paid_search,new,active
CUST-00965,2026-06-14,West,paid_search,regular,active
CUST-00966,2025-07-09,North,organic,new,active
CUST-00967,2025-07-21,West,social,regular,active
CUST-00968,2024-10-26,West,organic,new,active
CUST-00969,2026-05-18,East,paid_search,regular,active
CUST-00970,2024-02-04,East,organic,regular,active
CUST-00971,2024-10-09,South,referral,regular,active
CUST-00972,2025-01-30,Central,organic,new,active
CUST-00973,2025-03-26,West,social,regular,active
CUST-00974,2025-03-23,South,organic,high_value,active
CUST-00975,2024-05-20,North,organic,high_value,active
CUST-00976,2024-08-01,South,organic,new,inactive
CUST-00977,2024-03-31,East,organic,regular,active
CUST-00978,2025-06-24,Central,organic,new,inactive
CUST-00979,2024-11-27,West,social,new,inactive
CUST-00980,2025-06-17,South,email,regular,active
CUST-00981,2025-07-10,Central,organic,regular,active
CUST-00982,2025-10-24,South,paid_search,regular,inactive
CUST-00983,2025-05-31,Central,social,regular,inactive
CUST-00984,2025-09-03,South,organic,new,inactive
CUST-00985,2025-07-08,East,paid_search,regular,active
CUST-00986,2025-09-07,Central,organic,regular,active
CUST-00987,2025-08-04,South,organic,new,inactive
CUST-00988,2024-10-25,West,paid_search,regular,inactive
CUST-00989,2024-08-20,Central,referral,high_value,active
CUST-00990,2026-01-12,North,referral,regular,active
CUST-00991,2024-11-19,North,referral,new,active
CUST-00992,2025-06-02,West,paid_search,regular,inactive
CUST-00993,2024-07-05,South,organic,high_value,active
CUST-00994,2025-02-11,North,paid_search,high_value,active
CUST-00995,2025-05-14,East,organic,regular,active
CUST-00996,2025-08-13,West,organic,regular,active
CUST-00997,2025-05-11,South,organic,regular,active
CUST-00998,2024-12-06,South,paid_search,regular,active
CUST-00999,2026-06-25,West,paid_search,high_value,active
CUST-01000,2025-04-29,East,organic,regular,inactive
CUST-01001,2026-02-01,West,email,regular,active
CUST-01002,2025-11-25,East,paid_search,new,inactive
CUST-01003,2025-06-10,Central,affiliate,regular,active
CUST-01004,2026-04-15,West,organic,new,active
CUST-01005,2024-05-01,North,social,new,active
CUST-01006,2026-05-18,Central,organic,regular,active
CUST-01007,2026-03-12,East,social,regular,active
CUST-01008,2025-04-20,North,organic,high_value,active
CUST-01009,2025-11-22,North,organic,regular,active
CUST-01010,2025-05-06,West,social,high_value,active
CUST-01011,2024-09-11,North,paid_search,regular,inactive
CUST-01012,2026-01-24,South,organic,regular,active
CUST-01013,2024-08-20,North,referral,new,active
CUST-01014,2024-10-24,East,organic,regular,active
CUST-01015,2025-05-05,South,social,new,active
CUST-01016,2026-02-28,East,social,new,active
CUST-01017,2024-12-28,South,paid_search,new,active
CUST-01018,2025-04-11,North,paid_search,regular,active
CUST-01019,2024-02-10,East,organic,regular,active
CUST-01020,2024-04-20,South,email,high_value,active
CUST-01021,2024-02-23,West,organic,high_value,active
CUST-01022,2024-03-09,North,organic,high_value,active
CUST-01023,2026-03-30,North,paid_search,new,inactive
CUST-01024,2026-03-05,South,referral,high_value,active
CUST-01025,2026-02-14,East,affiliate,regular,active
CUST-01026,2024-02-23,South,referral,high_value,active
CUST-01027,2024-03-15,West,email,new,active
CUST-01028,2024-09-22,South,email,new,active
CUST-01029,2025-06-17,East,social,high_value,inactive
CUST-01030,2024-11-11,East,referral,new,active
CUST-01031,2025-04-05,North,social,regular,active
CUST-01032,2024-06-12,East,paid_search,regular,active
CUST-01033,2025-11-20,South,social,new,active
CUST-01034,2024-10-23,East,social,new,active
CUST-01035,2024-03-04,North,organic,high_value,active
CUST-01036,2025-12-01,West,paid_search,high_value,active
CUST-01037,2026-05-01,Central,paid_search,high_value,active
CUST-01038,2024-01-15,North,affiliate,new,active
CUST-01039,2025-02-16,East,paid_search,new,active
CUST-01040,2026-02-19,West,affiliate,regular,active
CUST-01041,2025-10-28,South,paid_search,regular,active
CUST-01042,2026-03-18,West,email,new,active
CUST-01043,2025-01-27,West,organic,regular,active
CUST-01044,2024-12-17,Central,referral,high_value,active
CUST-01045,2025-10-31,Central,social,regular,inactive
CUST-01046,2024-05-25,North,paid_search,regular,active
CUST-01047,2024-08-14,East,organic,regular,active
CUST-01048,2025-07-20,East,paid_search,new,inactive
CUST-01049,2025-09-22,North,paid_search,new,active
CUST-01050,2024-04-23,South,email,regular,active
CUST-01051,2025-04-24,Central,referral,regular,active
CUST-01052,2024-12-10,North,email,regular,active
CUST-01053,2025-04-18,East,social,regular,inactive
CUST-01054,2026-06-22,West,paid_search,new,active
CUST-01055,2024-03-14,South,affiliate,new,inactive
CUST-01056,2026-07-27,East,affiliate,new,active
CUST-01057,2025-02-28,Central,paid_search,new,active
CUST-01058,2025-12-29,East,referral,regular,active
CUST-01059,2025-02-04,North,paid_search,regular,active
CUST-01060,2024-10-20,North,affiliate,high_value,inactive
CUST-01061,2025-12-27,Central,referral,regular,active
CUST-01062,2025-10-10,South,email,regular,active
CUST-01063,2024-05-16,East,organic,new,active
CUST-01064,2025-10-27,North,social,regular,active
CUST-01065,2025-12-11,East,organic,new,inactive
CUST-01066,2025-01-01,Central,affiliate,high_value,active
CUST-01067,2026-05-22,East,paid_search,regular,active
CUST-01068,2025-08-27,Central,email,new,active
CUST-01069,2024-11-11,South,referral,new,active
CUST-01070,2024-01-12,East,organic,new,inactive
CUST-01071,2025-09-28,Central,paid_search,high_value,active
CUST-01072,2024-07-16,East,social,new,active
CUST-01073,2025-12-14,South,paid_search,new,active
CUST-01074,2025-05-10,Central,organic,new,active
CUST-01075,2025-03-16,South,organic,regular,inactive
CUST-01076,2024-06-04,East,paid_search,regular,active
CUST-01077,2025-11-02,Central,social,regular,active
CUST-01078,2024-06-06,South,social,regular,active
CUST-01079,2025-01-29,South,organic,new,inactive
CUST-01080,2026-02-27,North,paid_search,high_value,inactive
CUST-01081,2026-05-17,South,paid_search,new,active
CUST-01082,2026-07-21,South,paid_search,new,active
CUST-01083,2026-06-22,West,email,regular,active
CUST-01084,2025-06-08,South,paid_search,new,active
CUST-01085,2024-07-08,West,social,new,active
CUST-01086,2026-03-02,South,referral,regular,active
CUST-01087,2026-01-26,South,social,regular,inactive
CUST-01088,2026-07-22,South,social,new,active
CUST-01089,2025-09-06,West,organic,new,active
CUST-01090,2024-05-14,East,organic,regular,active
CUST-01091,2025-04-19,South,organic,new,active
CUST-01092,2025-02-27,Central,email,new,active
CUST-01093,2026-03-06,East,affiliate,regular,active
CUST-01094,2025-01-05,South,organic,regular,inactive
CUST-01095,2024-11-06,Central,organic,high_value,active
CUST-01096,2024-03-17,South,paid_search,regular,active
CUST-01097,2026-02-27,North,social,new,active
CUST-01098,2025-12-13,East,social,regular,active
CUST-01099,2024-02-09,North,email,regular,active
CUST-01100,2025-02-13,South,referral,new,inactive
CUST-01101,2025-03-28,West,paid_search,regular,active
CUST-01102,2025-03-19,North,email,new,active
CUST-01103,2026-05-16,West,social,regular,active
CUST-01104,2024-05-22,Central,paid_search,regular,active
CUST-01105,2024-10-16,East,referral,regular,active
CUST-01106,2024-06-20,West,organic,high_value,active
CUST-01107,2024-08-18,West,email,high_value,active
CUST-01108,2026-05-05,Central,email,new,active
CUST-01109,2026-06-06,South,referral,regular,active
CUST-01110,2024-02-13,North,social,regular,active
CUST-01111,2025-08-19,East,paid_search,new,active
CUST-01112,2024-08-08,East,affiliate,regular,active
CUST-01113,2024-07-01,North,affiliate,new,inactive
CUST-01114,2024-10-03,East,social,high_value,active
CUST-01115,2024-07-03,North,email,regular,active
CUST-01116,2025-04-07,Central,paid_search,regular,inactive
CUST-01117,2026-07-27,South,social,regular,active
CUST-01118,2025-07-07,North,affiliate,new,active
CUST-01119,2025-11-13,North,paid_search,high_value,active
CUST-01120,2025-04-10,South,social,new,active
CUST-01121,2024-01-15,South,referral,new,active
CUST-01122,2024-03-21,North,affiliate,regular,active
CUST-01123,2024-09-11,South,referral,regular,active
CUST-01124,2024-08-18,South,paid_search,new,active
CUST-01125,2026-03-03,South,referral,new,inactive
CUST-01126,2026-03-06,South,organic,new,active
CUST-01127,2026-03-16,South,social,new,active
CUST-01128,2025-08-24,South,social,new,active
CUST-01129,2025-06-08,North,affiliate,regular,active
CUST-01130,2025-09-04,North,referral,new,active
CUST-01131,2025-01-19,South,email,new,active
CUST-01132,2025-09-24,West,social,regular,inactive
CUST-01133,2026-01-19,Central,paid_search,regular,active
CUST-01134,2025-12-20,Central,social,new,active
CUST-01135,2025-08-02,East,social,new,active
CUST-01136,2024-02-25,East,organic,new,active
CUST-01137,2025-11-14,South,social,high_value,active
