session_id,customer_id,session_start,traffic_source,device_type,started_checkout,completed_purchase,order_id
SES-0001533,CUST-01274,2026-04-13 17:38:00,direct,mobile,False,False,
SES-0001534,CUST-01500,2025-06-09 20:54:00,organic_search,mobile,False,False,
SES-0001535,CUST-01131,2025-01-29 04:11:00,social,mobile,True,True,ORD-007722
SES-0001536,CUST-00655,2026-04-21 15:30:00,social,desktop,True,True,ORD-007036
SES-0001537,CUST-00876,2025-09-09 06:40:00,social,mobile,True,False,
SES-0001538,CUST-01562,2025-10-09 21:02:00,organic_search,desktop,False,False,
SES-0001539,CUST-01427,2026-01-25 09:16:00,paid_search,mobile,True,False,
SES-0001540,,2026-02-19 20:29:00,paid_search,mobile,True,False,
SES-0001541,CUST-00990,2026-07-17 10:31:00,paid_search,mobile,False,False,
SES-0001542,CUST-00426,2026-07-10 06:40:00,email,mobile,False,False,
SES-0001543,CUST-01285,2026-05-08 00:53:00,organic_search,mobile,False,False,
SES-0001544,CUST-00253,2025-04-25 19:18:00,organic_search,desktop,True,True,ORD-001485
SES-0001545,,2026-02-01 05:08:00,paid_search,mobile,False,False,
SES-0001546,CUST-01253,2026-02-01 11:55:00,organic_search,mobile,False,False,
SES-0001547,CUST-01493,2025-10-13 11:01:00,direct,mobile,False,False,
SES-0001548,CUST-01775,2026-07-11 03:57:00,social,desktop,False,False,
SES-0001549,CUST-01195,2026-04-25 21:41:00,paid_search,desktop,False,False,
SES-0001550,,2025-02-27 19:42:00,email,mobile,False,False,
SES-0001551,,2025-08-12 06:49:00,affiliate,mobile,False,False,
SES-0001552,CUST-01221,2025-08-21 11:33:00,organic_search,mobile,True,True,ORD-007859
SES-0001553,CUST-01780,2025-05-01 04:01:00,organic_search,desktop,False,False,
SES-0001554,CUST-01355,2025-05-02 11:23:00,organic_search,desktop,False,False,
SES-0001555,CUST-00392,2026-05-13 10:38:00,direct,desktop,True,True,ORD-007743
SES-0001556,CUST-01692,2026-02-02 16:29:00,organic_search,mobile,True,False,
SES-0001557,CUST-00413,2025-11-10 02:46:00,paid_search,desktop,True,True,ORD-000864
SES-0001558,CUST-01185,2025-01-21 00:22:00,paid_search,tablet,True,True,ORD-002791
SES-0001559,CUST-00840,2026-06-08 12:36:00,paid_search,desktop,True,True,ORD-007409
SES-0001560,CUST-01078,2026-07-07 22:35:00,email,mobile,False,False,
SES-0001561,CUST-01475,2025-12-08 19:23:00,email,desktop,False,False,
SES-0001562,CUST-01082,2025-04-22 06:13:00,paid_search,mobile,False,False,
SES-0001563,CUST-00221,2026-04-27 11:35:00,direct,mobile,False,False,
SES-0001564,CUST-01984,2026-03-13 16:07:00,social,mobile,True,True,ORD-000564
SES-0001565,CUST-01598,2025-03-25 16:23:00,organic_search,desktop,True,False,
SES-0001566,CUST-00318,2026-07-18 02:58:00,social,mobile,False,False,
SES-0001567,CUST-01274,2026-06-09 00:49:00,paid_search,mobile,False,False,
SES-0001568,CUST-01967,2025-08-20 19:15:00,paid_search,mobile,True,False,
SES-0001569,CUST-00552,2025-09-16 06:51:00,direct,mobile,True,True,ORD-005117
SES-0001570,,2025-12-12 02:35:00,email,mobile,False,False,
SES-0001571,,2026-04-08 05:18:00,organic_search,mobile,False,False,
SES-0001572,CUST-00608,2026-05-09 01:42:00,organic_search,desktop,True,False,
SES-0001573,CUST-00309,2026-05-19 10:51:00,direct,mobile,True,False,
SES-0001574,,2025-05-09 18:34:00,paid_search,mobile,False,False,
SES-0001575,,2025-08-01 17:40:00,email,mobile,True,False,
SES-0001576,CUST-00584,2026-01-27 02:42:00,organic_search,desktop,True,False,
SES-0001577,CUST-00737,2026-06-25 15:37:00,social,desktop,True,False,
SES-0001578,CUST-01894,2026-06-08 08:15:00,direct,desktop,False,False,
SES-0001579,CUST-00474,2025-02-26 08:19:00,email,mobile,False,False,
SES-0001580,,2025-03-28 02:53:00,email,tablet,False,False,
SES-0001581,,2026-02-23 05:55:00,paid_search,desktop,False,False,
SES-0001582,,2025-12-04 04:23:00,direct,mobile,False,False,
SES-0001583,CUST-01829,2025-01-10 18:24:00,organic_search,mobile,False,False,
SES-0001584,,2026-06-08 06:33:00,organic_search,desktop,True,False,
SES-0001585,CUST-01636,2025-05-14 23:05:00,email,desktop,True,False,
SES-0001586,,2026-07-29 06:10:00,direct,mobile,True,False,
SES-0001587,CUST-01633,2025-06-21 21:15:00,organic_search,mobile,True,True,ORD-004192
SES-0001588,,2025-11-18 23:24:00,paid_search,desktop,False,False,
SES-0001589,CUST-01657,2025-09-22 02:47:00,direct,tablet,False,False,
SES-0001590,,2025-10-12 12:40:00,organic_search,mobile,False,False,
SES-0001591,CUST-00915,2025-10-30 17:58:00,paid_search,mobile,True,True,ORD-006020
SES-0001592,CUST-01871,2025-05-10 08:35:00,organic_search,mobile,False,False,
SES-0001593,CUST-00351,2025-12-05 12:40:00,direct,desktop,True,True,ORD-001758
SES-0001594,CUST-00430,2025-08-09 19:26:00,paid_search,mobile,False,False,
SES-0001595,,2025-08-10 09:45:00,paid_search,mobile,True,False,
SES-0001596,CUST-01529,2026-03-04 04:08:00,organic_search,mobile,False,False,
SES-0001597,CUST-01348,2025-10-14 05:02:00,paid_search,desktop,False,False,
SES-0001598,CUST-00136,2025-12-05 14:12:00,paid_search,mobile,False,False,
SES-0001599,CUST-01108,2025-09-23 21:24:00,organic_search,mobile,True,True,ORD-006629
SES-0001600,CUST-01206,2026-04-30 18:56:00,social,mobile,False,False,
SES-0001601,,2025-05-05 01:18:00,social,mobile,True,False,
SES-0001602,CUST-01095,2025-08-08 15:47:00,paid_search,tablet,False,False,
SES-0001603,,2025-09-20 07:49:00,social,tablet,False,False,
SES-0001604,CUST-01452,2026-01-12 18:25:00,affiliate,mobile,False,False,
SES-0001605,,2025-09-13 09:28:00,paid_search,tablet,False,False,
SES-0001606,CUST-01347,2025-04-24 19:54:00,paid_search,desktop,False,False,
SES-0001607,CUST-00134,2026-07-30 15:49:00,direct,mobile,False,False,
SES-0001608,,2025-02-18 15:11:00,social,desktop,False,False,
SES-0001609,CUST-01717,2026-01-15 17:22:00,organic_search,desktop,True,True,ORD-007575
SES-0001610,CUST-00985,2025-03-15 03:04:00,paid_search,desktop,True,True,ORD-006375
SES-0001611,CUST-01896,2025-09-04 02:26:00,organic_search,mobile,False,False,
SES-0001612,CUST-00743,2026-03-30 18:59:00,paid_search,mobile,False,False,
SES-0001613,,2025-04-10 23:17:00,social,mobile,False,False,
SES-0001614,,2026-07-24 22:31:00,email,desktop,False,False,
SES-0001615,CUST-00901,2026-03-25 10:07:00,organic_search,desktop,False,False,
SES-0001616,,2026-07-27 19:56:00,organic_search,mobile,False,False,
SES-0001617,CUST-01153,2025-06-05 13:56:00,social,mobile,False,False,
SES-0001618,,2026-04-25 13:32:00,direct,mobile,False,False,
SES-0001619,,2025-08-25 06:47:00,social,mobile,False,False,
SES-0001620,,2026-06-04 07:29:00,social,desktop,False,False,
SES-0001621,,2025-06-07 07:25:00,affiliate,mobile,True,False,
SES-0001622,CUST-01741,2026-01-28 00:43:00,direct,desktop,False,False,
SES-0001623,CUST-00977,2025-03-09 08:46:00,direct,desktop,True,False,
SES-0001624,CUST-01852,2025-09-18 10:28:00,paid_search,mobile,False,False,
SES-0001625,CUST-00681,2025-08-03 10:03:00,organic_search,mobile,True,True,ORD-006893
SES-0001626,CUST-01203,2026-05-10 18:27:00,email,mobile,False,False,
SES-0001627,CUST-01094,2025-12-27 18:48:00,social,mobile,False,False,
SES-0001628,,2025-03-08 11:32:00,social,tablet,False,False,
SES-0001629,,2026-07-13 20:37:00,paid_search,mobile,False,False,
SES-0001630,CUST-00271,2025-04-10 06:13:00,organic_search,mobile,True,False,
SES-0001631,,2025-02-13 19:01:00,organic_search,mobile,False,False,
SES-0001632,CUST-01021,2025-09-06 19:25:00,organic_search,tablet,True,True,ORD-001679
SES-0001633,,2026-05-27 03:14:00,social,mobile,False,False,
SES-0001634,CUST-00997,2026-01-28 18:43:00,paid_search,mobile,False,False,
SES-0001635,,2026-06-19 09:41:00,direct,tablet,False,False,
SES-0001636,CUST-00324,2026-03-03 18:28:00,paid_search,mobile,False,False,
SES-0001637,CUST-00336,2026-07-06 19:36:00,paid_search,mobile,False,False,
SES-0001638,CUST-01399,2025-12-12 23:39:00,paid_search,mobile,True,True,ORD-003243
SES-0001639,CUST-00033,2026-05-05 03:06:00,direct,mobile,False,False,
SES-0001640,CUST-00212,2025-11-28 19:58:00,social,tablet,True,False,
SES-0001641,CUST-00637,2025-02-27 10:26:00,organic_search,desktop,False,False,
SES-0001642,CUST-00373,2025-09-06 17:40:00,organic_search,mobile,True,True,ORD-004637
SES-0001643,,2025-05-08 03:51:00,organic_search,desktop,False,False,
SES-0001644,CUST-00571,2025-09-18 01:29:00,email,mobile,False,False,
SES-0001645,,2025-10-14 14:53:00,organic_search,mobile,False,False,
SES-0001646,CUST-00714,2025-06-04 22:54:00,social,mobile,False,False,
SES-0001647,,2025-08-08 11:18:00,affiliate,mobile,False,False,
SES-0001648,CUST-00525,2026-03-01 12:48:00,direct,desktop,True,True,ORD-001060
SES-0001649,,2025-02-19 18:20:00,social,desktop,False,False,
SES-0001650,CUST-01889,2025-02-02 20:24:00,social,desktop,False,False,
SES-0001651,,2025-07-13 07:11:00,social,mobile,True,False,
SES-0001652,CUST-01872,2026-07-29 20:42:00,organic_search,desktop,False,False,
SES-0001653,CUST-01243,2026-04-02 03:53:00,direct,mobile,True,False,
SES-0001654,,2025-07-10 04:30:00,social,tablet,False,False,
SES-0001655,,2026-05-14 12:38:00,email,mobile,False,False,
SES-0001656,CUST-00569,2025-10-03 03:36:00,paid_search,mobile,False,False,
SES-0001657,CUST-00515,2025-12-04 14:18:00,organic_search,mobile,False,False,
SES-0001658,CUST-00572,2025-10-27 16:37:00,affiliate,desktop,False,False,
SES-0001659,CUST-00204,2025-01-04 22:58:00,social,mobile,True,True,ORD-006669
SES-0001660,CUST-01942,2025-06-09 09:31:00,social,mobile,True,True,ORD-005280
SES-0001661,CUST-01169,2025-03-02 22:11:00,social,mobile,True,True,ORD-001723
SES-0001662,CUST-00342,2025-12-03 20:25:00,social,desktop,False,False,
SES-0001663,,2025-08-23 01:36:00,social,desktop,False,False,
SES-0001664,CUST-01449,2026-06-27 08:18:00,social,mobile,False,False,
SES-0001665,CUST-01340,2025-06-16 06:30:00,affiliate,desktop,False,False,
SES-0001666,,2025-05-11 10:17:00,organic_search,mobile,False,False,
SES-0001667,CUST-01790,2025-03-03 20:42:00,organic_search,tablet,False,False,
SES-0001668,CUST-00292,2026-07-29 17:54:00,direct,desktop,False,False,
SES-0001669,CUST-00100,2025-01-10 12:25:00,social,mobile,False,False,
SES-0001670,CUST-01390,2025-10-11 17:20:00,paid_search,desktop,False,False,
SES-0001671,CUST-00271,2025-12-12 12:04:00,paid_search,mobile,True,True,ORD-003315
SES-0001672,CUST-00535,2025-01-03 08:32:00,organic_search,desktop,False,False,
SES-0001673,CUST-00110,2025-06-06 06:40:00,affiliate,mobile,False,False,
SES-0001674,CUST-00464,2025-05-01 14:00:00,direct,mobile,False,False,
SES-0001675,CUST-00680,2025-09-12 09:38:00,direct,tablet,False,False,
SES-0001676,CUST-01660,2025-11-04 14:49:00,organic_search,mobile,False,False,
SES-0001677,CUST-00525,2025-09-18 12:38:00,organic_search,mobile,False,False,
SES-0001678,CUST-00523,2025-06-15 07:58:00,email,desktop,True,True,ORD-003158
SES-0001679,,2025-07-02 01:09:00,paid_search,desktop,False,False,
SES-0001680,,2026-01-01 01:18:00,paid_search,desktop,False,False,
SES-0001681,CUST-00424,2025-02-08 08:07:00,social,mobile,True,False,
SES-0001682,CUST-01036,2026-04-28 10:44:00,affiliate,mobile,False,False,
SES-0001683,CUST-00257,2025-01-06 15:31:00,email,mobile,True,True,ORD-005916
SES-0001684,CUST-00707,2025-04-20 07:49:00,organic_search,mobile,False,False,
SES-0001685,,2026-07-10 22:25:00,affiliate,mobile,False,False,
SES-0001686,,2026-07-15 04:48:00,email,mobile,False,False,
SES-0001687,CUST-00026,2025-08-26 19:45:00,direct,mobile,False,False,
SES-0001688,CUST-01342,2025-06-21 04:47:00,social,mobile,False,False,
SES-0001689,CUST-00348,2025-12-23 20:23:00,paid_search,mobile,False,False,
SES-0001690,CUST-00420,2026-05-20 07:23:00,email,mobile,False,False,
SES-0001691,,2026-07-30 14:23:00,direct,desktop,False,False,
SES-0001692,,2025-10-07 07:13:00,direct,tablet,True,False,
SES-0001693,CUST-00441,2025-02-14 10:52:00,organic_search,desktop,True,False,
SES-0001694,,2025-05-11 09:32:00,paid_search,mobile,False,False,
SES-0001695,,2025-09-06 17:59:00,affiliate,desktop,False,False,
SES-0001696,CUST-00380,2025-05-12 20:51:00,direct,mobile,False,False,
SES-0001697,,2025-08-30 22:55:00,paid_search,tablet,False,False,
SES-0001698,CUST-00475,2025-03-08 15:30:00,organic_search,desktop,False,False,
SES-0001699,,2025-03-05 23:21:00,affiliate,mobile,True,False,
SES-0001700,CUST-00913,2026-05-22 16:56:00,email,tablet,False,False,
SES-0001701,CUST-00386,2026-03-09 19:26:00,paid_search,tablet,False,False,
SES-0001702,CUST-01232,2025-06-15 17:07:00,social,desktop,False,False,
SES-0001703,CUST-00918,2025-09-24 15:26:00,affiliate,mobile,False,False,
SES-0001704,,2025-08-25 14:17:00,social,mobile,False,False,
SES-0001705,,2025-11-10 07:24:00,affiliate,desktop,False,False,
SES-0001706,CUST-01687,2025-02-27 05:52:00,email,tablet,False,False,
SES-0001707,CUST-01659,2025-01-31 17:51:00,direct,mobile,False,False,
SES-0001708,,2025-03-28 13:58:00,organic_search,desktop,True,False,
SES-0001709,CUST-01145,2025-11-23 13:18:00,organic_search,desktop,True,True,ORD-002626
SES-0001710,CUST-01363,2025-07-07 19:37:00,paid_search,desktop,False,False,
SES-0001711,CUST-01707,2026-06-15 19:33:00,organic_search,desktop,False,False,
SES-0001712,,2026-01-01 19:32:00,organic_search,mobile,False,False,
SES-0001713,,2025-10-23 11:35:00,organic_search,desktop,False,False,
SES-0001714,CUST-00155,2026-02-26 18:29:00,affiliate,mobile,True,True,ORD-002730
SES-0001715,CUST-01225,2025-12-08 13:46:00,direct,desktop,False,False,
SES-0001716,,2025-04-24 13:05:00,social,mobile,False,False,
SES-0001717,CUST-01473,2025-09-09 17:49:00,organic_search,mobile,False,False,
SES-0001718,,2026-05-28 07:44:00,organic_search,mobile,False,False,
SES-0001719,CUST-00641,2026-01-31 00:42:00,paid_search,desktop,False,False,
SES-0001720,,2025-07-25 21:04:00,email,mobile,False,False,
SES-0001721,CUST-00542,2025-04-01 03:12:00,organic_search,mobile,True,False,
SES-0001722,CUST-01006,2026-03-04 22:17:00,email,desktop,False,False,
SES-0001723,CUST-01456,2026-04-24 22:05:00,email,desktop,True,True,ORD-006701
SES-0001724,CUST-01057,2025-03-10 23:02:00,organic_search,mobile,False,False,
SES-0001725,CUST-00117,2026-06-11 08:02:00,social,mobile,True,True,ORD-001598
SES-0001726,CUST-01693,2025-11-07 00:58:00,organic_search,mobile,False,False,
SES-0001727,,2025-12-08 02:14:00,email,mobile,False,False,
SES-0001728,CUST-00267,2026-05-21 16:31:00,email,desktop,True,True,ORD-003061
SES-0001729,,2026-03-07 22:14:00,organic_search,mobile,False,False,
SES-0001730,,2025-10-27 08:43:00,direct,mobile,False,False,
SES-0001731,,2026-07-15 10:25:00,organic_search,mobile,False,False,
SES-0001732,CUST-01090,2025-09-22 11:22:00,organic_search,mobile,True,True,ORD-002694
SES-0001733,CUST-00648,2026-07-14 13:24:00,direct,mobile,False,False,
SES-0001734,,2025-10-26 01:29:00,affiliate,mobile,False,False,
SES-0001735,CUST-00052,2025-02-02 12:35:00,paid_search,desktop,True,True,ORD-004892
SES-0001736,,2025-07-03 15:57:00,direct,mobile,False,False,
SES-0001737,CUST-00976,2026-03-05 03:54:00,email,desktop,False,False,
SES-0001738,CUST-01804,2025-04-02 22:49:00,email,mobile,True,True,ORD-005148
SES-0001739,CUST-00892,2025-09-22 19:09:00,affiliate,mobile,False,False,
SES-0001740,,2025-12-09 00:09:00,email,mobile,True,False,
SES-0001741,CUST-00434,2025-07-31 13:28:00,paid_search,mobile,True,True,ORD-005740
SES-0001742,CUST-01666,2025-12-24 09:10:00,paid_search,mobile,False,False,
SES-0001743,,2025-11-11 02:45:00,organic_search,mobile,False,False,
SES-0001744,,2025-02-18 01:44:00,organic_search,mobile,True,False,
SES-0001745,CUST-00332,2026-05-13 00:41:00,email,mobile,True,False,
SES-0001746,CUST-01406,2025-10-01 21:01:00,social,mobile,True,True,ORD-003628
SES-0001747,,2025-03-19 20:15:00,organic_search,mobile,False,False,
SES-0001748,,2025-03-17 18:22:00,social,mobile,True,False,
SES-0001749,CUST-00462,2025-08-17 03:32:00,paid_search,mobile,False,False,
SES-0001750,CUST-00962,2026-03-15 08:46:00,organic_search,mobile,False,False,
SES-0001751,CUST-00560,2026-01-21 09:37:00,paid_search,mobile,False,False,
SES-0001752,,2026-01-07 13:04:00,email,desktop,False,False,
SES-0001753,CUST-00056,2026-07-30 08:57:00,organic_search,mobile,True,True,ORD-001364
SES-0001754,,2026-05-26 09:21:00,organic_search,mobile,False,False,
SES-0001755,CUST-01927,2025-03-10 10:14:00,paid_search,desktop,False,False,
SES-0001756,,2026-03-05 23:56:00,direct,mobile,False,False,
SES-0001757,CUST-01500,2025-10-26 08:09:00,paid_search,tablet,True,True,ORD-007966
SES-0001758,CUST-00236,2026-01-18 04:07:00,email,desktop,False,False,
SES-0001759,CUST-00584,2026-05-06 04:20:00,direct,mobile,True,True,ORD-001982
SES-0001760,CUST-01333,2025-12-28 11:13:00,organic_search,mobile,True,False,
SES-0001761,CUST-01762,2026-01-14 15:05:00,organic_search,mobile,False,False,
SES-0001762,CUST-01505,2025-10-21 14:07:00,affiliate,desktop,True,True,ORD-005451
SES-0001763,CUST-00915,2025-07-02 17:25:00,email,mobile,False,False,
SES-0001764,,2026-05-05 02:08:00,paid_search,desktop,False,False,
SES-0001765,CUST-01496,2025-01-21 03:00:00,paid_search,mobile,True,False,
SES-0001766,,2025-09-11 19:11:00,organic_search,mobile,False,False,
SES-0001767,CUST-00350,2026-01-25 22:44:00,affiliate,mobile,False,False,
SES-0001768,CUST-01088,2025-11-20 01:56:00,affiliate,mobile,False,False,
SES-0001769,,2026-01-06 14:15:00,email,mobile,False,False,
SES-0001770,CUST-01393,2026-04-05 01:41:00,paid_search,mobile,False,False,
SES-0001771,CUST-00445,2025-09-04 22:01:00,affiliate,desktop,False,False,
SES-0001772,CUST-01773,2026-04-25 12:50:00,paid_search,mobile,False,False,
SES-0001773,CUST-01990,2025-12-03 18:26:00,social,desktop,False,False,
SES-0001774,CUST-01594,2025-10-04 06:01:00,email,mobile,False,False,
SES-0001775,CUST-01013,2025-06-01 16:16:00,social,tablet,False,False,
SES-0001776,,2026-05-09 01:08:00,paid_search,mobile,False,False,
SES-0001777,CUST-00057,2026-02-11 17:12:00,affiliate,desktop,False,False,
SES-0001778,,2025-11-18 03:51:00,paid_search,desktop,False,False,
SES-0001779,CUST-00967,2026-04-26 17:51:00,paid_search,mobile,False,False,
SES-0001780,CUST-01120,2025-08-22 20:12:00,paid_search,mobile,False,False,
SES-0001781,CUST-00230,2025-11-20 19:59:00,email,desktop,False,False,
SES-0001782,CUST-00864,2026-07-10 20:05:00,organic_search,desktop,True,False,
SES-0001783,CUST-01283,2026-07-06 11:01:00,email,desktop,False,False,
SES-0001784,CUST-01050,2026-02-08 15:19:00,direct,mobile,False,False,
SES-0001785,CUST-00449,2026-06-13 12:23:00,affiliate,desktop,True,True,ORD-001664
SES-0001786,CUST-00807,2025-07-14 14:21:00,email,mobile,True,False,
SES-0001787,,2026-05-06 08:39:00,organic_search,mobile,False,False,
SES-0001788,CUST-00906,2025-07-17 00:36:00,direct,desktop,True,True,ORD-001530
SES-0001789,CUST-00752,2025-08-17 12:29:00,affiliate,desktop,False,False,
SES-0001790,CUST-01060,2026-06-19 10:25:00,direct,desktop,True,True,ORD-002039
SES-0001791,CUST-00596,2026-05-24 05:40:00,organic_search,mobile,True,True,ORD-007516
SES-0001792,CUST-00208,2025-07-11 22:15:00,affiliate,desktop,False,False,
SES-0001793,CUST-00687,2026-02-01 17:09:00,direct,mobile,True,True,ORD-005593
SES-0001794,CUST-00659,2025-11-22 20:28:00,paid_search,desktop,True,True,ORD-003303
SES-0001795,,2026-06-03 00:31:00,social,mobile,False,False,
SES-0001796,,2025-06-08 18:28:00,affiliate,mobile,False,False,
SES-0001797,CUST-01015,2026-01-24 00:55:00,paid_search,mobile,False,False,
SES-0001798,CUST-01203,2026-02-02 11:20:00,organic_search,mobile,False,False,
SES-0001799,CUST-00901,2026-03-10 07:49:00,direct,mobile,True,True,ORD-002238
SES-0001800,CUST-00457,2025-11-04 13:43:00,email,desktop,True,True,ORD-007393
SES-0001801,CUST-00979,2026-05-14 08:21:00,direct,mobile,False,False,
SES-0001802,CUST-01450,2025-09-01 15:20:00,paid_search,mobile,True,True,ORD-005505
SES-0001803,,2026-05-24 03:37:00,email,mobile,True,False,
SES-0001804,,2026-03-10 21:25:00,direct,desktop,False,False,
SES-0001805,CUST-01872,2025-12-25 12:09:00,paid_search,desktop,False,False,
SES-0001806,CUST-01873,2025-05-02 16:15:00,paid_search,mobile,False,False,
SES-0001807,CUST-01863,2025-09-30 03:42:00,organic_search,desktop,False,False,
SES-0001808,CUST-01198,2026-05-08 14:27:00,social,mobile,True,True,ORD-005497
SES-0001809,CUST-01010,2025-11-04 08:10:00,organic_search,mobile,True,True,ORD-001307
SES-0001810,CUST-01496,2025-02-09 22:20:00,paid_search,mobile,False,False,
SES-0001811,,2026-02-13 19:21:00,paid_search,desktop,False,False,
SES-0001812,,2025-03-23 08:25:00,direct,mobile,False,False,
SES-0001813,CUST-00012,2025-04-05 01:25:00,paid_search,mobile,False,False,
SES-0001814,,2025-11-16 08:22:00,paid_search,mobile,True,False,
SES-0001815,CUST-01951,2025-01-24 16:19:00,email,mobile,True,True,ORD-004030
SES-0001816,,2025-10-01 20:33:00,organic_search,mobile,False,False,
SES-0001817,CUST-00485,2025-07-15 21:05:00,social,mobile,False,False,
SES-0001818,CUST-00101,2025-09-12 19:52:00,organic_search,mobile,False,False,
SES-0001819,CUST-01535,2025-03-12 18:19:00,direct,desktop,False,False,
SES-0001820,CUST-00402,2026-07-21 05:47:00,email,mobile,True,False,
SES-0001821,,2025-02-13 22:55:00,social,desktop,False,False,
SES-0001822,,2025-06-03 14:40:00,paid_search,desktop,False,False,
SES-0001823,CUST-01469,2026-04-16 15:28:00,organic_search,desktop,True,True,ORD-006777
SES-0001824,CUST-00532,2026-01-02 21:40:00,direct,mobile,False,False,
SES-0001825,CUST-01476,2025-07-28 22:45:00,organic_search,desktop,False,False,
SES-0001826,CUST-00230,2025-12-02 15:23:00,paid_search,mobile,False,False,
SES-0001827,CUST-01016,2025-10-19 05:34:00,paid_search,mobile,True,False,
SES-0001828,CUST-00149,2025-05-17 11:59:00,organic_search,mobile,True,False,
SES-0001829,,2025-09-09 19:35:00,social,desktop,False,False,
SES-0001830,,2025-11-22 08:19:00,email,mobile,False,False,
SES-0001831,,2025-07-09 15:42:00,organic_search,mobile,False,False,
SES-0001832,CUST-01860,2026-07-27 15:05:00,paid_search,mobile,True,True,ORD-002676
SES-0001833,,2025-05-01 19:53:00,email,mobile,True,False,
SES-0001834,CUST-01444,2025-04-09 20:49:00,organic_search,mobile,False,False,
SES-0001835,CUST-01050,2025-07-26 10:27:00,paid_search,mobile,True,False,
SES-0001836,CUST-00384,2025-04-14 11:44:00,direct,desktop,False,False,
SES-0001837,CUST-00107,2025-05-11 19:43:00,paid_search,desktop,True,True,ORD-005069
SES-0001838,CUST-00860,2025-06-10 07:04:00,paid_search,mobile,True,False,
SES-0001839,,2025-04-30 01:28:00,direct,mobile,False,False,
SES-0001840,CUST-01014,2025-11-08 03:32:00,organic_search,mobile,False,False,
SES-0001841,CUST-01177,2026-06-04 18:45:00,organic_search,mobile,True,True,ORD-005865
SES-0001842,,2025-09-30 03:01:00,social,desktop,False,False,
SES-0001843,CUST-01884,2025-09-04 06:41:00,organic_search,mobile,False,False,
SES-0001844,CUST-00365,2026-03-17 08:49:00,email,tablet,True,True,ORD-001283
SES-0001845,,2025-12-25 06:50:00,affiliate,mobile,False,False,
SES-0001846,CUST-01648,2026-06-15 17:08:00,affiliate,desktop,True,True,ORD-007527
SES-0001847,,2025-12-11 18:26:00,email,mobile,False,False,
SES-0001848,CUST-01851,2026-02-12 18:13:00,organic_search,mobile,False,False,
SES-0001849,CUST-00226,2026-02-22 12:47:00,email,mobile,False,False,
SES-0001850,CUST-01582,2025-11-19 08:41:00,social,mobile,True,False,
SES-0001851,CUST-01717,2025-06-27 22:17:00,social,mobile,False,False,
SES-0001852,CUST-00914,2025-03-10 05:43:00,social,desktop,False,False,
SES-0001853,,2025-01-19 05:51:00,affiliate,mobile,True,False,
SES-0001854,CUST-01064,2025-05-02 18:19:00,organic_search,desktop,False,False,
SES-0001855,CUST-01639,2025-03-28 11:56:00,paid_search,desktop,False,False,
SES-0001856,CUST-01865,2026-03-11 22:37:00,email,desktop,True,False,
SES-0001857,,2026-05-08 17:22:00,affiliate,mobile,False,False,
SES-0001858,CUST-00372,2025-12-16 11:01:00,organic_search,mobile,False,False,
SES-0001859,CUST-00917,2025-03-15 11:08:00,affiliate,desktop,True,False,
SES-0001860,,2025-01-09 08:59:00,social,mobile,False,False,
SES-0001861,CUST-00451,2026-06-23 05:10:00,paid_search,desktop,False,False,
SES-0001862,CUST-01987,2025-12-28 10:15:00,social,mobile,False,False,
SES-0001863,,2025-12-31 07:30:00,social,mobile,False,False,
SES-0001864,,2025-09-05 20:48:00,social,tablet,False,False,
SES-0001865,CUST-01373,2026-02-19 05:16:00,paid_search,desktop,True,True,ORD-000710
SES-0001866,CUST-01882,2026-04-26 00:16:00,email,mobile,False,False,
SES-0001867,,2025-08-09 06:07:00,paid_search,desktop,False,False,
SES-0001868,,2025-08-17 02:10:00,paid_search,desktop,False,False,
SES-0001869,CUST-00606,2025-12-28 15:10:00,email,mobile,True,False,
SES-0001870,CUST-00687,2025-10-18 04:09:00,organic_search,desktop,False,False,
SES-0001871,CUST-00241,2025-07-07 15:41:00,paid_search,mobile,False,False,
SES-0001872,,2025-12-25 22:59:00,organic_search,tablet,False,False,
SES-0001873,CUST-00645,2026-06-06 21:58:00,paid_search,desktop,True,True,ORD-005576
SES-0001874,,2025-12-26 13:09:00,affiliate,mobile,False,False,
SES-0001875,CUST-00627,2026-02-08 21:21:00,organic_search,desktop,False,False,
SES-0001876,,2026-07-03 05:31:00,social,mobile,True,False,
SES-0001877,CUST-00968,2026-06-05 09:38:00,email,mobile,False,False,
SES-0001878,,2025-09-28 13:32:00,organic_search,mobile,False,False,
SES-0001879,CUST-00845,2025-05-31 00:57:00,direct,tablet,False,False,
SES-0001880,,2026-04-21 11:34:00,direct,mobile,True,False,
SES-0001881,CUST-00010,2025-11-19 05:02:00,organic_search,desktop,True,False,
SES-0001882,,2026-04-11 11:34:00,organic_search,desktop,False,False,
SES-0001883,CUST-01283,2026-02-03 16:07:00,direct,desktop,True,False,
SES-0001884,CUST-00295,2026-04-05 12:46:00,paid_search,desktop,False,False,
SES-0001885,,2026-04-20 19:46:00,organic_search,tablet,False,False,
SES-0001886,,2025-01-27 22:03:00,affiliate,desktop,True,False,
SES-0001887,CUST-00400,2025-07-16 17:58:00,paid_search,desktop,False,False,
SES-0001888,CUST-01040,2025-09-22 02:32:00,email,desktop,True,True,ORD-005531
SES-0001889,,2025-04-08 17:05:00,paid_search,desktop,False,False,
