order_id,customer_id,order_date,order_status,sales_channel,currency,gross_merchandise_amount,discount_amount,subtotal_amount,shipping_amount,tax_amount,order_total_amount
ORD-002147,CUST-00751,2026-06-26,returned,web,INR,1655.8,0.0,1655.8,79,298.04,2032.84
ORD-002148,CUST-01601,2025-11-24,shipped,mobile_app,INR,9498.6,0.0,9498.6,0,1709.75,11208.35
ORD-002149,CUST-01057,2026-04-09,cancelled,web,INR,17277.57,181.56,17096.01,0,3077.28,20173.29
ORD-002150,CUST-00339,2025-09-24,completed,mobile_app,INR,5980.18,0.0,5980.18,0,1076.43,7056.61
ORD-002151,CUST-01380,2025-07-04,completed,web,INR,28535.449999999997,1001.98,27533.469999999998,0,4956.02,32489.49
ORD-002152,CUST-01492,2025-10-13,completed,web,INR,11771.62,130.91,11640.710000000001,0,2095.33,13736.04
ORD-002153,CUST-00500,2026-07-28,cancelled,mobile_app,INR,15163.02,519.37,14643.65,0,2635.86,17279.51
ORD-002154,CUST-01115,2025-06-06,completed,web,INR,20662.07,0.0,20662.07,0,3719.17,24381.24
ORD-002155,CUST-01128,2026-02-21,completed,web,INR,25491.89,1168.08,24323.81,0,4378.29,28702.1
ORD-002156,CUST-00351,2025-10-21,pending,web,INR,3991.5699999999997,233.46,3758.1099999999997,0,676.46,4434.57
ORD-002157,CUST-00019,2026-06-18,returned,mobile_app,INR,2946.26,0.0,2946.26,0,530.33,3476.59
ORD-002158,CUST-01437,2025-09-26,shipped,mobile_app,INR,23808.730000000003,918.23,22890.5,0,4120.29,27010.79
ORD-002159,CUST-01231,2026-04-18,cancelled,web,INR,10917.91,679.89,10238.02,0,1842.84,12080.86
ORD-002160,CUST-01428,2026-06-23,completed,mobile_app,INR,566.85,0.0,566.85,99,102.03,767.88
ORD-002161,CUST-00755,2026-02-02,completed,web,INR,23011.83,4388.98,18622.85,0,3352.11,21974.96
ORD-002162,CUST-01031,2025-12-02,completed,web,INR,8880.22,1776.04,7104.18,0,1278.75,8382.93
ORD-002163,CUST-01964,2026-03-26,cancelled,web,INR,1596.75,0.0,1596.75,49,287.41,1933.16
ORD-002164,CUST-00451,2026-06-28,completed,web,INR,3501.1499999999996,532.54,2968.6099999999997,0,534.35,3502.96
ORD-002165,CUST-01306,2026-04-27,completed,mobile_app,INR,20851.03,885.86,19965.17,0,3593.73,23558.9
ORD-002166,CUST-00265,2026-07-25,shipped,web,INR,7726.32,676.44,7049.88,0,1268.98,8318.86
ORD-002167,CUST-00132,2026-02-18,completed,web,INR,7304.07,952.1600000000001,6351.91,0,1143.34,7495.25
ORD-002168,CUST-01915,2025-08-06,cancelled,web,INR,10031.75,55.38,9976.369999999999,0,1795.75,11772.12
ORD-002169,CUST-00260,2026-06-05,completed,mobile_app,INR,33534.32,1289.87,32244.45,0,5804.0,38048.45
ORD-002170,CUST-01312,2026-02-12,cancelled,web,INR,15325.75,1264.86,14060.89,0,2530.96,16591.85
ORD-002171,CUST-01029,2025-11-29,completed,web,INR,9838.66,277.68,9560.98,0,1720.98,11281.96
ORD-002172,CUST-01619,2025-07-12,cancelled,mobile_app,INR,10190.95,997.98,9192.970000000001,0,1654.73,10847.7
ORD-002173,CUST-01094,2026-03-10,shipped,web,INR,11227.59,0.0,11227.59,0,2020.97,13248.56
ORD-002174,CUST-01394,2025-12-02,completed,mobile_app,INR,5520.56,0.0,5520.56,0,993.7,6514.26
ORD-002175,CUST-01789,2025-04-19,completed,web,INR,9224.32,1069.19,8155.13,0,1467.92,9623.05
ORD-002176,CUST-01659,2026-03-14,returned,web,INR,618.42,0.0,618.42,49,111.32,778.74
ORD-002177,CUST-01444,2025-08-16,completed,web,INR,33067.03,2278.37,30788.660000000003,0,5541.96,36330.62
ORD-002178,CUST-00325,2026-07-19,shipped,web,INR,19292.6,1892.37,17400.23,0,3132.04,20532.27
ORD-002179,CUST-00339,2025-06-18,completed,web,INR,16865.32,1738.1599999999999,15127.16,0,2722.89,17850.05
ORD-002180,CUST-00994,2025-05-23,shipped,mobile_app,INR,23586.04,4663.910000000001,18922.13,0,3405.98,22328.11
ORD-002181,CUST-01318,2025-11-08,completed,web,INR,7899.98,342.8,7557.18,0,1360.29,8917.47
ORD-002182,CUST-01335,2025-12-21,completed,web,INR,8124.030000000001,324.13,7799.9,0,1403.98,9203.88
ORD-002183,CUST-01574,2026-03-29,completed,mobile_app,INR,5492.47,1098.49,4393.98,0,790.92,5184.9
ORD-002184,CUST-00207,2026-04-28,completed,mobile_app,INR,6500.34,0.0,6500.34,0,1170.06,7670.4
ORD-002185,CUST-00347,2026-07-26,completed,mobile_app,INR,15178.46,483.7,14694.76,0,2645.06,17339.82
ORD-002186,CUST-00300,2026-06-23,returned,web,INR,10331.33,0.0,10331.33,0,1859.64,12190.97
ORD-002187,CUST-01083,2026-07-31,shipped,mobile_app,INR,22970.420000000002,2467.79,20502.629999999997,0,3690.47,24193.1
ORD-002188,CUST-01268,2026-01-14,pending,mobile_app,INR,2580.18,0.0,2580.18,0,464.43,3044.61
ORD-002189,CUST-00232,2026-06-01,cancelled,web,INR,27350.57,3806.26,23544.309999999998,0,4237.98,27782.29
ORD-002190,CUST-01738,2025-01-18,completed,web,INR,2078.82,103.94,1974.88,49,355.48,2379.36
ORD-002191,CUST-00607,2025-12-26,completed,web,INR,25317.89,2101.34,23216.55,0,4178.98,27395.53
ORD-002192,CUST-01321,2025-08-08,returned,web,INR,25615.68,0.0,25615.68,0,4610.82,30226.5
ORD-002193,CUST-01504,2025-06-17,completed,mobile_app,INR,8063.9800000000005,403.20000000000005,7660.780000000001,0,1378.94,9039.72
ORD-002194,CUST-00073,2026-04-18,completed,mobile_app,INR,39718.82,1945.68,37773.14,0,6799.17,44572.31
ORD-002195,CUST-01730,2025-01-25,cancelled,web,INR,19836.96,0.0,19836.96,0,3570.65,23407.61
ORD-002196,CUST-01941,2025-05-31,returned,web,INR,487.68,0.0,487.68,99,87.78,674.46
ORD-002197,CUST-01918,2026-04-14,completed,mobile_app,INR,9530.8,0.0,9530.8,0,1715.54,11246.34
ORD-002198,CUST-00280,2026-06-18,completed,web,INR,347.3,34.73,312.57,49,56.26,417.83
ORD-002199,CUST-00786,2026-01-24,completed,web,INR,23997.79,3339.07,20658.72,0,3718.57,24377.29
ORD-002200,CUST-00466,2026-07-16,shipped,mobile_app,INR,5434.29,0.0,5434.29,0,978.17,6412.46
ORD-002201,CUST-00902,2026-07-12,completed,web,INR,22097.55,980.62,21116.93,0,3801.05,24917.98
ORD-002202,CUST-01950,2025-02-23,shipped,web,INR,950.98,0.0,950.98,99,171.18,1221.16
ORD-002203,CUST-01527,2025-10-05,completed,mobile_app,INR,29471.25,2045.54,27425.71,0,4936.63,32362.34
ORD-002204,CUST-01543,2025-05-20,completed,web,INR,7377.0,0.0,7377.0,0,1327.86,8704.86
ORD-002205,CUST-00844,2025-10-03,completed,web,INR,6935.18,0.0,6935.18,0,1248.33,8183.51
ORD-002206,CUST-01874,2026-07-26,completed,mobile_app,INR,7960.96,1592.19,6368.77,0,1146.38,7515.15
ORD-002207,CUST-01841,2025-12-25,cancelled,web,INR,1299.95,130.0,1169.95,79,210.59,1459.54
ORD-002208,CUST-01614,2026-07-29,completed,web,INR,7708.38,0.0,7708.38,0,1387.51,9095.89
ORD-002209,CUST-01629,2025-10-19,cancelled,web,INR,13081.87,2100.77,10981.1,0,1976.6,12957.7
ORD-002210,CUST-01304,2026-07-18,completed,mobile_app,INR,21465.0,826.64,20638.36,0,3714.9,24353.26
ORD-002211,CUST-00191,2025-11-26,pending,web,INR,24059.55,396.66,23662.89,0,4259.32,27922.21
ORD-002212,CUST-00570,2025-10-30,shipped,web,INR,24437.54,2137.47,22300.07,0,4014.01,26314.08
ORD-002213,CUST-01538,2025-06-08,completed,web,INR,8930.18,446.51,8483.67,0,1527.06,10010.73
ORD-002214,CUST-00654,2026-06-19,pending,web,INR,7566.49,0.0,7566.49,0,1361.97,8928.46
ORD-002215,CUST-00345,2026-06-18,completed,mobile_app,INR,28760.56,1687.31,27073.25,0,4873.18,31946.43
ORD-002216,CUST-01895,2025-05-09,completed,mobile_app,INR,8287.19,1161.46,7125.7300000000005,0,1282.63,8408.36
ORD-002217,CUST-00977,2025-04-10,returned,web,INR,30960.43,1858.07,29102.36,0,5238.42,34340.78
ORD-002218,CUST-01722,2026-03-03,returned,mobile_app,INR,11835.3,1775.29,10060.01,0,1810.8,11870.81
ORD-002219,CUST-00569,2025-10-19,shipped,mobile_app,INR,17942.52,1213.56,16728.96,0,3011.21,19740.17
ORD-002220,CUST-00719,2026-02-07,pending,mobile_app,INR,21388.57,909.6199999999999,20478.95,0,3686.21,24165.16
ORD-002221,CUST-00687,2026-05-08,completed,web,INR,23355.15,2115.24,21239.91,0,3823.18,25063.09
ORD-002222,CUST-00747,2026-07-18,completed,web,INR,12814.650000000001,677.63,12137.02,0,2184.66,14321.68
ORD-002223,CUST-00876,2025-08-09,completed,mobile_app,INR,8735.37,873.54,7861.83,0,1415.13,9276.96
ORD-002224,CUST-00596,2026-04-18,completed,web,INR,28240.78,2824.08,25416.699999999997,0,4575.01,29991.71
ORD-002225,CUST-01629,2025-10-18,completed,web,INR,11263.77,1059.8999999999999,10203.87,0,1836.7,12040.57
ORD-002226,CUST-00653,2025-10-14,completed,web,INR,17308.66,992.37,16316.29,0,2936.93,19253.22
ORD-002227,CUST-00884,2025-09-19,completed,web,INR,38206.729999999996,6280.889999999999,31925.839999999997,0,5746.65,37672.49
ORD-002228,CUST-01722,2026-01-22,completed,web,INR,1717.7600000000002,39.06,1678.7,49,302.17,2029.87
ORD-002229,CUST-00875,2025-11-20,completed,web,INR,9540.6,237.38,9303.220000000001,0,1674.58,10977.8
ORD-002230,CUST-00022,2025-08-21,shipped,web,INR,18480.2,2301.31,16178.89,0,2912.2,19091.09
ORD-002231,CUST-00001,2025-02-23,completed,web,INR,8470.81,401.73,8069.08,0,1452.43,9521.51
ORD-002232,CUST-00873,2025-02-06,shipped,web,INR,9845.04,1522.47,8322.57,0,1498.06,9820.63
ORD-002233,CUST-01298,2026-03-09,shipped,web,INR,5863.02,174.76,5688.26,0,1023.89,6712.15
ORD-002234,CUST-01886,2026-05-11,completed,mobile_app,INR,1518.77,227.82,1290.95,99,232.37,1622.32
ORD-002235,CUST-00262,2025-11-08,returned,web,INR,1462.59,219.39,1243.2,99,223.78,1565.98
ORD-002236,CUST-01086,2026-03-05,pending,web,INR,13241.49,0.0,13241.49,0,2383.47,15624.96
ORD-002237,CUST-00578,2026-05-21,completed,mobile_app,INR,17198.08,929.25,16268.83,0,2928.39,19197.22
ORD-002238,CUST-00901,2026-01-30,shipped,web,INR,2512.56,125.63,2386.93,0,429.65,2816.58
ORD-002239,CUST-00886,2026-02-07,completed,web,INR,20337.35,1885.27,18452.08,0,3321.37,21773.45
ORD-002240,CUST-00625,2025-11-02,completed,web,INR,2165.08,0.0,2165.08,0,389.71,2554.79
ORD-002241,CUST-00037,2026-07-18,completed,web,INR,39762.15,3553.13,36209.02,0,6517.62,42726.64
ORD-002242,CUST-00148,2025-10-02,shipped,web,INR,5932.62,518.48,5414.139999999999,0,974.55,6388.69
ORD-002243,CUST-01045,2025-12-08,cancelled,web,INR,1599.04,0.0,1599.04,99,287.83,1985.87
ORD-002244,CUST-00449,2025-09-10,shipped,web,INR,48309.95,1382.54,46927.41,0,8446.93,55374.34
ORD-002245,CUST-00655,2025-09-24,cancelled,web,INR,929.78,0.0,929.78,49,167.36,1146.14
ORD-002246,CUST-00181,2026-06-26,completed,web,INR,16584.46,1658.45,14926.01,0,2686.68,17612.69
ORD-002247,CUST-00100,2025-07-19,completed,mobile_app,INR,5173.26,174.77,4998.49,0,899.73,5898.22
ORD-002248,CUST-00254,2025-11-12,completed,web,INR,21483.25,1584.46,19898.79,0,3581.78,23480.57
ORD-002249,CUST-00755,2025-10-20,completed,web,INR,9528.0,1517.21,8010.79,0,1441.94,9452.73
ORD-002250,CUST-00328,2026-01-05,shipped,web,INR,19548.010000000002,1588.41,17959.6,0,3232.73,21192.33
ORD-002251,CUST-00463,2026-04-02,completed,mobile_app,INR,46957.47,1116.59,45840.88,0,8251.36,54092.24
ORD-002252,CUST-00605,2026-07-22,completed,web,INR,17827.079999999998,0.0,17827.079999999998,0,3208.87,21035.95
ORD-002253,CUST-00583,2026-04-23,completed,mobile_app,INR,1533.42,0.0,1533.42,79,276.02,1888.44
ORD-002254,CUST-00023,2025-07-11,completed,web,INR,4697.66,704.65,3993.01,0,718.74,4711.75
ORD-002255,CUST-00235,2025-04-30,completed,mobile_app,INR,20513.83,2051.3900000000003,18462.44,0,3323.24,21785.68
ORD-002256,CUST-01901,2026-01-30,completed,web,INR,32121.69,4695.75,27425.94,0,4936.67,32362.61
ORD-002257,CUST-01336,2026-07-30,completed,mobile_app,INR,28075.42,1611.1999999999998,26464.22,0,4763.56,31227.78
ORD-002258,CUST-00248,2026-06-07,completed,web,INR,7461.88,0.0,7461.88,0,1343.14,8805.02
ORD-002259,CUST-00568,2025-08-23,completed,web,INR,723.45,36.17,687.28,99,123.71,909.99
ORD-002260,CUST-00767,2025-11-14,returned,mobile_app,INR,2658.42,0.0,2658.42,0,478.52,3136.94
ORD-002261,CUST-01812,2025-12-27,completed,mobile_app,INR,13863.98,2475.88,11388.1,0,2049.86,13437.96
ORD-002262,CUST-01760,2026-06-08,completed,mobile_app,INR,770.43,38.52,731.91,79,131.74,942.65
ORD-002263,CUST-01541,2025-05-18,completed,web,INR,13996.97,0.0,13996.97,0,2519.45,16516.42
ORD-002264,CUST-00214,2026-07-09,completed,web,INR,3285.28,492.79,2792.49,0,502.65,3295.14
ORD-002265,CUST-00981,2025-10-08,completed,web,INR,580.05,0.0,580.05,99,104.41,783.46
ORD-002266,CUST-00968,2026-05-05,completed,web,INR,3843.96,0.0,3843.96,0,691.91,4535.87
ORD-002267,CUST-01276,2026-03-30,returned,web,INR,34241.92,943.2099999999999,33298.71,0,5993.77,39292.48
ORD-002268,CUST-01690,2025-11-25,pending,web,INR,13322.05,1013.0,12309.05,0,2215.63,14524.68
ORD-002269,CUST-00642,2026-05-30,completed,web,INR,3757.33,129.37,3627.96,0,653.03,4280.99
ORD-002270,CUST-01114,2026-02-21,completed,mobile_app,INR,8544.8,0.0,8544.8,0,1538.06,10082.86
ORD-002271,CUST-00528,2026-01-10,completed,web,INR,10050.09,2010.02,8040.07,0,1447.21,9487.28
ORD-002272,CUST-00421,2026-06-26,completed,web,INR,9464.64,348.9,9115.74,0,1640.83,10756.57
ORD-002273,CUST-00627,2025-09-22,completed,web,INR,1892.28,189.23,1703.05,49,306.55,2058.6
ORD-002274,CUST-01472,2026-04-08,shipped,web,INR,4332.73,0.0,4332.73,0,779.89,5112.62
ORD-002275,CUST-00876,2025-11-27,completed,web,INR,22893.050000000003,557.6600000000001,22335.39,0,4020.37,26355.76
ORD-002276,CUST-01363,2026-07-17,completed,mobile_app,INR,33495.28,3219.35,30275.93,0,5449.67,35725.6
ORD-002277,CUST-01383,2025-01-24,completed,web,INR,8009.6900000000005,612.5,7397.1900000000005,0,1331.49,8728.68
ORD-002278,CUST-00725,2026-03-02,completed,web,INR,31311.93,0.0,31311.93,0,5636.15,36948.08
ORD-002279,CUST-01911,2026-05-07,completed,web,INR,3614.39,0.0,3614.39,0,650.59,4264.98
ORD-002280,CUST-00093,2026-06-30,completed,web,INR,14031.03,1216.72,12814.310000000001,0,2306.58,15120.89
ORD-002281,CUST-01794,2025-07-20,completed,mobile_app,INR,7944.06,0.0,7944.06,0,1429.93,9373.99
ORD-002282,CUST-00016,2026-04-23,completed,web,INR,20894.68,515.76,20378.92,0,3668.21,24047.13
ORD-002283,CUST-00765,2025-01-16,completed,mobile_app,INR,6380.65,150.7,6229.95,0,1121.39,7351.34
ORD-002284,CUST-01651,2025-04-13,shipped,web,INR,30282.49,2112.73,28169.76,0,5070.56,33240.32
ORD-002285,CUST-01369,2026-07-30,completed,web,INR,2411.46,0.0,2411.46,0,434.06,2845.52
ORD-002286,CUST-00644,2026-02-07,completed,web,INR,6728.12,463.15000000000003,6264.97,0,1127.69,7392.66
ORD-002287,CUST-01772,2025-01-23,cancelled,web,INR,1351.99,0.0,1351.99,49,243.36,1644.35
ORD-002288,CUST-00276,2026-04-21,shipped,web,INR,15635.5,0.0,15635.5,0,2814.39,18449.89
ORD-002289,CUST-01342,2025-08-21,completed,web,INR,2057.43,0.0,2057.43,0,370.34,2427.77
ORD-002290,CUST-01038,2025-11-25,completed,mobile_app,INR,12250.14,204.44,12045.7,0,2168.23,14213.93
ORD-002291,CUST-00415,2026-05-10,completed,web,INR,8712.75,0.0,8712.75,0,1568.29,10281.04
ORD-002292,CUST-01842,2026-04-29,completed,web,INR,2356.0299999999997,356.07,1999.96,79,359.99,2438.95
ORD-002293,CUST-01532,2025-03-20,cancelled,web,INR,40112.520000000004,0.0,40112.520000000004,0,7220.25,47332.77
ORD-002294,CUST-00017,2025-10-13,completed,web,INR,408.34,0.0,408.34,49,73.5,530.84
ORD-002295,CUST-00174,2026-01-22,completed,web,INR,21081.2,1200.34,19880.86,0,3578.55,23459.41
ORD-002296,CUST-00113,2026-06-25,completed,web,INR,36008.78999999999,129.26,35879.53,0,6458.32,42337.85
ORD-002297,CUST-00831,2026-03-27,completed,web,INR,4889.4,0.0,4889.4,0,880.09,5769.49
ORD-002298,CUST-00835,2026-06-13,completed,mobile_app,INR,7824.96,1004.85,6820.11,0,1227.62,8047.73
ORD-002299,CUST-01448,2026-06-26,completed,web,INR,35143.33,3442.8599999999997,31700.469999999998,0,5706.08,37406.55
ORD-002300,CUST-01352,2026-04-10,completed,web,INR,2466.61,0.0,2466.61,0,443.99,2910.6
ORD-002301,CUST-00031,2025-12-16,returned,mobile_app,INR,20656.68,3098.5,17558.18,0,3160.47,20718.65
ORD-002302,CUST-00953,2025-11-10,shipped,web,INR,5752.56,0.0,5752.56,0,1035.46,6788.02
ORD-002303,CUST-01570,2026-07-23,returned,mobile_app,INR,4479.51,0.0,4479.51,0,806.31,5285.82
ORD-002304,CUST-01796,2025-09-15,cancelled,web,INR,9688.9,111.35,9577.55,0,1723.96,11301.51
ORD-002305,CUST-00585,2025-07-01,returned,web,INR,10389.24,974.46,9414.779999999999,0,1694.66,11109.44
ORD-002306,CUST-00089,2026-07-12,pending,web,INR,23921.97,0.0,23921.97,0,4305.95,28227.92
ORD-002307,CUST-00306,2026-06-14,completed,web,INR,7386.91,1108.04,6278.87,0,1130.2,7409.07
ORD-002308,CUST-00681,2025-11-26,completed,web,INR,13312.300000000001,1188.72,12123.58,0,2182.24,14305.82
ORD-002309,CUST-00887,2026-06-25,completed,web,INR,24036.78,4067.7,19969.08,0,3594.43,23563.51
ORD-002310,CUST-00703,2025-08-22,completed,web,INR,18169.550000000003,2569.81,15599.74,0,2807.95,18407.69
ORD-002311,CUST-00182,2026-04-07,shipped,web,INR,12674.88,174.88,12500.0,0,2250.0,14750.0
ORD-002312,CUST-00681,2026-06-04,completed,web,INR,918.13,0.0,918.13,99,165.26,1182.39
ORD-002313,CUST-00580,2025-12-12,cancelled,web,INR,7032.67,418.63000000000005,6614.04,0,1190.53,7804.57
ORD-002314,CUST-00976,2026-03-06,cancelled,mobile_app,INR,18101.8,713.17,17388.63,0,3129.95,20518.58
ORD-002315,CUST-00159,2026-03-05,completed,mobile_app,INR,52749.21,2296.98,50452.229999999996,0,9081.4,59533.63
ORD-002316,CUST-01582,2026-05-07,completed,mobile_app,INR,33308.36,5984.28,27324.08,0,4918.33,32242.41
ORD-002317,CUST-00835,2026-05-13,completed,web,INR,13089.130000000001,0.0,13089.130000000001,0,2356.04,15445.17
ORD-002318,CUST-00636,2026-05-15,completed,web,INR,46824.56,2238.04,44586.520000000004,0,8025.57,52612.09
ORD-002319,CUST-01814,2026-07-22,completed,mobile_app,INR,30387.44,1707.52,28679.92,0,5162.39,33842.31
ORD-002320,CUST-01489,2026-07-01,completed,mobile_app,INR,18738.58,1591.88,17146.7,0,3086.41,20233.11
ORD-002321,CUST-00274,2026-06-27,completed,web,INR,11258.34,1134.46,10123.88,0,1822.3,11946.18
ORD-002322,CUST-00293,2026-07-09,completed,mobile_app,INR,5852.44,50.0,5802.44,0,1044.44,6846.88
ORD-002323,CUST-00005,2025-11-11,completed,web,INR,36969.81,5155.03,31814.78,0,5726.66,37541.44
ORD-002324,CUST-01122,2025-12-27,completed,mobile_app,INR,2789.28,0.0,2789.28,0,502.07,3291.35
ORD-002325,CUST-00710,2026-02-04,completed,mobile_app,INR,23216.83,3000.2,20216.629999999997,0,3638.99,23855.62
ORD-002326,CUST-00751,2026-07-26,pending,mobile_app,INR,19533.15,1142.93,18390.22,0,3310.24,21700.46
ORD-002327,CUST-01019,2025-11-04,completed,web,INR,3540.14,531.02,3009.12,0,541.64,3550.76
ORD-002328,CUST-01079,2026-02-18,returned,web,INR,3414.99,683.0,2731.99,0,491.76,3223.75
ORD-002329,CUST-00002,2026-07-10,completed,web,INR,53563.21,2421.25,51141.96,0,9205.55,60347.51
ORD-002330,CUST-00216,2025-02-28,completed,mobile_app,INR,16828.11,0.0,16828.11,0,3029.06,19857.17
ORD-002331,CUST-01579,2026-01-06,pending,web,INR,18034.4,2310.57,15723.83,0,2830.29,18554.12
ORD-002332,CUST-01907,2025-07-31,shipped,web,INR,16189.17,399.69,15789.48,0,2842.11,18631.59
ORD-002333,CUST-01675,2026-07-06,completed,web,INR,1977.59,0.0,1977.59,99,355.97,2432.56
ORD-002334,CUST-01813,2026-03-16,shipped,web,INR,15679.19,2099.16,13580.03,0,2444.41,16024.44
ORD-002335,CUST-00928,2025-12-14,completed,mobile_app,INR,19666.11,2223.08,17443.03,0,3139.75,20582.78
ORD-002336,CUST-01653,2026-03-12,cancelled,mobile_app,INR,12433.83,125.62,12308.21,0,2215.48,14523.69
ORD-002337,CUST-01765,2025-10-01,completed,web,INR,1830.48,237.20000000000002,1593.28,79,286.79,1959.07
ORD-002338,CUST-01786,2025-11-10,cancelled,web,INR,19044.72,1367.6,17677.12,0,3181.88,20859.0
ORD-002339,CUST-00299,2026-03-23,returned,web,INR,2394.2,257.86,2136.34,0,384.54,2520.88
ORD-002340,CUST-00294,2026-03-25,cancelled,web,INR,8362.8,0.0,8362.8,0,1505.3,9868.1
ORD-002341,CUST-00806,2026-02-22,shipped,web,INR,2349.17,117.46,2231.71,0,401.71,2633.42
ORD-002342,CUST-01008,2026-05-17,shipped,mobile_app,INR,39347.39,2261.15,37086.24,0,6675.52,43761.76
ORD-002343,CUST-01917,2025-04-04,completed,mobile_app,INR,15346.39,2347.21,12999.18,0,2339.85,15339.03
ORD-002344,CUST-00636,2025-12-25,completed,web,INR,6110.3099999999995,985.66,5124.65,0,922.44,6047.09
ORD-002345,CUST-01664,2026-06-01,cancelled,mobile_app,INR,20588.19,2140.99,18447.2,0,3320.5,21767.7
ORD-002346,CUST-01775,2026-05-09,completed,mobile_app,INR,26452.52,146.86,26305.66,0,4735.02,31040.68
ORD-002347,CUST-01931,2025-11-09,completed,mobile_app,INR,13228.15,464.24,12763.91,0,2297.5,15061.41
ORD-002348,CUST-00379,2025-11-18,cancelled,mobile_app,INR,6151.74,307.59000000000003,5844.15,0,1051.95,6896.1
ORD-002349,CUST-00484,2026-07-26,completed,web,INR,8357.53,78.68,8278.85,0,1490.19,9769.04
ORD-002350,CUST-00440,2025-05-19,cancelled,mobile_app,INR,17982.44,3596.49,14385.95,0,2589.47,16975.42
ORD-002351,CUST-01471,2026-05-25,cancelled,mobile_app,INR,15890.529999999999,0.0,15890.529999999999,0,2860.3,18750.83
ORD-002352,CUST-01374,2025-10-25,completed,web,INR,7881.51,0.0,7881.51,0,1418.67,9300.18
ORD-002353,CUST-00815,2026-06-29,completed,web,INR,3339.8,654.85,2684.95,0,483.29,3168.24
ORD-002354,CUST-00178,2025-11-13,shipped,web,INR,511.77,76.77,435.0,49,78.3,562.3
ORD-002355,CUST-01042,2026-06-24,completed,web,INR,38889.02,2281.86,36607.159999999996,0,6589.29,43196.45
ORD-002356,CUST-01465,2026-07-06,pending,mobile_app,INR,1599.24,0.0,1599.24,79,287.86,1966.1
ORD-002357,CUST-00949,2026-07-26,completed,web,INR,45107.35,1006.36,44100.99,0,7938.18,52039.17
ORD-002358,CUST-00537,2025-10-28,completed,mobile_app,INR,41064.73,117.44,40947.29,0,7370.51,48317.8
ORD-002359,CUST-01185,2025-10-08,completed,mobile_app,INR,18083.72,2794.5099999999998,15289.210000000001,0,2752.06,18041.27
ORD-002360,CUST-01322,2025-02-16,cancelled,web,INR,3549.62,177.48,3372.14,0,606.99,3979.13
ORD-002361,CUST-01183,2025-11-05,completed,web,INR,9383.66,304.16,9079.5,0,1634.31,10713.81
ORD-002362,CUST-01747,2026-07-25,cancelled,mobile_app,INR,10313.810000000001,129.37,10184.44,0,1833.2,12017.64
ORD-002363,CUST-00628,2026-03-09,pending,web,INR,5741.46,287.07,5454.39,0,981.79,6436.18
ORD-002364,CUST-01220,2026-05-07,completed,mobile_app,INR,2617.05,261.71,2355.34,0,423.96,2779.3
ORD-002365,CUST-01711,2025-08-24,completed,mobile_app,INR,13725.68,2445.76,11279.92,0,2030.39,13310.31
ORD-002366,CUST-00426,2025-11-26,completed,web,INR,24801.15,1899.02,22902.129999999997,0,4122.38,27024.51
ORD-002367,CUST-00564,2026-04-14,cancelled,web,INR,10804.74,0.0,10804.74,0,1944.85,12749.59
ORD-002368,CUST-00099,2025-12-10,completed,mobile_app,INR,9308.48,1163.0,8145.48,0,1466.19,9611.67
ORD-002369,CUST-00750,2025-04-02,returned,mobile_app,INR,16988.059999999998,362.07,16625.989999999998,0,2992.68,19618.67
ORD-002370,CUST-00090,2026-07-19,returned,web,INR,6333.81,0.0,6333.81,0,1140.09,7473.9
ORD-002371,CUST-01493,2025-11-12,completed,mobile_app,INR,10973.22,1035.9499999999998,9937.27,0,1788.71,11725.98
ORD-002372,CUST-00178,2025-03-31,completed,web,INR,4181.24,563.36,3617.88,0,651.22,4269.1
ORD-002373,CUST-01385,2025-05-26,pending,web,INR,21250.01,983.51,20266.5,0,3647.97,23914.47
ORD-002374,CUST-01160,2025-07-08,shipped,web,INR,3631.12,527.98,3103.14,0,558.57,3661.71
ORD-002375,CUST-01976,2025-04-27,shipped,mobile_app,INR,5453.82,545.38,4908.44,0,883.52,5791.96
ORD-002376,CUST-00697,2026-03-05,completed,mobile_app,INR,17306.12,1595.45,15710.669999999998,0,2827.92,18538.59
ORD-002377,CUST-00690,2026-06-23,completed,web,INR,4355.92,0.0,4355.92,0,784.07,5139.99
ORD-002378,CUST-00487,2026-03-02,completed,web,INR,7539.91,0.0,7539.91,0,1357.18,8897.09
ORD-002379,CUST-01075,2026-06-20,returned,web,INR,26612.27,3203.6100000000006,23408.66,0,4213.56,27622.22
ORD-002380,CUST-00439,2026-04-28,completed,mobile_app,INR,14675.34,969.69,13705.65,0,2467.02,16172.67
ORD-002381,CUST-00227,2026-03-29,cancelled,mobile_app,INR,1765.9,0.0,1765.9,49,317.86,2132.76
ORD-002382,CUST-01898,2026-04-10,completed,web,INR,12795.15,1279.52,11515.63,0,2072.81,13588.44
ORD-002383,CUST-01359,2025-03-29,cancelled,mobile_app,INR,10113.75,0.0,10113.75,0,1820.48,11934.23
ORD-002384,CUST-00238,2026-04-11,completed,mobile_app,INR,6905.08,753.8900000000001,6151.19,0,1107.21,7258.4
ORD-002385,CUST-01237,2025-07-16,shipped,mobile_app,INR,18973.05,1287.72,17685.33,0,3183.36,20868.69
ORD-002386,CUST-00610,2026-06-24,completed,mobile_app,INR,22415.92,883.23,21532.69,0,3875.88,25408.57
ORD-002387,CUST-00361,2026-05-13,returned,web,INR,17033.75,546.61,16487.14,0,2967.69,19454.83
